,H25_sex,delta_incident_rate,H25_age
103,1.0,-0.198,6
104,1.0,-0.197,6
105,1.0,-0.196,1
106,1.0,-0.195,5
107,1.0,-0.194,6
108,1.0,-0.192,6
109,1.0,-0.191,6
110,1.0,-0.19,4
111,1.0,-0.189,2
112,1.0,-0.188,1
113,1.0,-0.187,3
114,1.0,-0.186,4
115,1.0,-0.185,4
116,1.0,-0.184,3
117,1.0,-0.183,4
118,1.0,-0.182,3
119,1.0,-0.181,5
120,1.0,-0.18,5
121,1.0,-0.179,4
122,1.0,-0.177,3
123,1.0,-0.176,7
124,1.0,-0.175,8
125,1.0,-0.174,1
126,1.0,-0.173,4
127,1.0,-0.172,6
128,1.0,-0.171,4
129,1.0,-0.17,6
130,1.0,-0.169,5
131,1.0,-0.168,5
132,1.0,-0.167,9
133,1.0,-0.166,3
134,1.0,-0.165,7
135,1.0,-0.164,7
136,1.0,-0.163,4
137,1.0,-0.162,2
138,1.0,-0.161,4
139,1.0,-0.16,4
140,1.0,-0.159,13
141,1.0,-0.158,4
142,1.0,-0.157,5
143,1.0,-0.156,8
144,1.0,-0.155,12
145,1.0,-0.154,7
146,1.0,-0.153,13
147,1.0,-0.152,5
148,1.0,-0.151,10
149,1.0,-0.15,6
150,1.0,-0.149,9
151,1.0,-0.148,4
152,1.0,-0.147,6
153,1.0,-0.146,12
154,1.0,-0.145,8
155,1.0,-0.144,6
156,1.0,-0.143,6
157,1.0,-0.142,11
158,1.0,-0.141,7
159,1.0,-0.14,7
160,1.0,-0.139,5
161,1.0,-0.138,13
162,1.0,-0.137,5
163,1.0,-0.136,9
164,1.0,-0.135,7
165,1.0,-0.134,12
166,1.0,-0.133,20
167,1.0,-0.132,8
168,1.0,-0.131,11
169,1.0,-0.13,8
170,1.0,-0.129,17
171,1.0,-0.128,15
172,1.0,-0.127,10
173,1.0,-0.126,9
174,1.0,-0.125,17
175,1.0,-0.124,15
176,1.0,-0.123,13
177,1.0,-0.122,18
178,1.0,-0.121,18
179,1.0,-0.12,13
180,1.0,-0.119,14
181,1.0,-0.118,18
182,1.0,-0.117,20
183,1.0,-0.116,13
184,1.0,-0.115,13
185,1.0,-0.114,17
186,1.0,-0.113,13
187,1.0,-0.112,24
188,1.0,-0.111,30
189,1.0,-0.11,17
190,1.0,-0.109,16
191,1.0,-0.108,19
192,1.0,-0.107,19
193,1.0,-0.106,28
194,1.0,-0.105,21
195,1.0,-0.104,31
196,1.0,-0.103,24
197,1.0,-0.102,31
198,1.0,-0.101,27
199,1.0,-0.1,32
200,1.0,-0.099,27
201,1.0,-0.098,27
202,1.0,-0.097,33
203,1.0,-0.096,24
204,1.0,-0.095,31
205,1.0,-0.094,16
206,1.0,-0.093,18
207,1.0,-0.092,22
208,1.0,-0.091,30
209,1.0,-0.09,44
210,1.0,-0.089,41
211,1.0,-0.088,39
212,1.0,-0.087,41
213,1.0,-0.086,33
214,1.0,-0.085,45
215,1.0,-0.084,32
216,1.0,-0.083,41
217,1.0,-0.082,51
218,1.0,-0.081,49
219,1.0,-0.08,41
220,1.0,-0.079,52
221,1.0,-0.078,46
222,1.0,-0.077,47
223,1.0,-0.076,48
224,1.0,-0.075,45
225,1.0,-0.074,67
226,1.0,-0.073,61
227,1.0,-0.072,68
228,1.0,-0.071,53
229,1.0,-0.07,74
230,1.0,-0.069,70
231,1.0,-0.068,52
232,1.0,-0.067,75
233,1.0,-0.066,72
234,1.0,-0.065,78
235,1.0,-0.064,92
236,1.0,-0.063,78
237,1.0,-0.062,91
238,1.0,-0.061,86
239,1.0,-0.06,81
240,1.0,-0.059,99
241,1.0,-0.058,96
242,1.0,-0.057,86
243,1.0,-0.056,99
244,1.0,-0.055,94
245,1.0,-0.054,116
246,1.0,-0.053,106
247,1.0,-0.052,117
248,1.0,-0.051,129
249,1.0,-0.05,121
250,1.0,-0.049,139
251,1.0,-0.048,119
252,1.0,-0.047,157
253,1.0,-0.046,151
254,1.0,-0.045,131
255,1.0,-0.044,135
256,1.0,-0.043,159
257,1.0,-0.042,148
258,1.0,-0.041,169
259,1.0,-0.04,168
260,1.0,-0.039,172
261,1.0,-0.038,180
262,1.0,-0.037,211
263,1.0,-0.036,226
264,1.0,-0.035,219
265,1.0,-0.034,209
266,1.0,-0.033,275
267,1.0,-0.032,281
268,1.0,-0.031,288
269,1.0,-0.03,309
270,1.0,-0.029,292
271,1.0,-0.028,306
272,1.0,-0.027,321
273,1.0,-0.026,349
274,1.0,-0.025,382
275,1.0,-0.024,414
276,1.0,-0.023,366
277,1.0,-0.022,411
278,1.0,-0.021,435
279,1.0,-0.02,492
280,1.0,-0.019,479
281,1.0,-0.018,553
282,1.0,-0.017,721
283,1.0,-0.016,714
284,1.0,-0.015,574
285,1.0,-0.014,633
286,1.0,-0.013,874
287,1.0,-0.012,835
288,1.0,-0.011,1112
289,1.0,-0.01,1012
290,1.0,-0.009,1583
291,1.0,-0.008,1078
292,1.0,-0.007,974
293,1.0,-0.006,886
294,1.0,-0.005,1099
295,1.0,-0.004,1276
296,1.0,-0.003,1160
297,1.0,-0.002,1354
298,1.0,-0.001,831
299,1.0,0.0,997
300,1.0,0.001,816
301,1.0,0.002,1053
302,1.0,0.003,1157
303,1.0,0.004,830
304,1.0,0.005,1308
305,1.0,0.006,1066
306,1.0,0.007,952
307,1.0,0.008,944
308,1.0,0.009,806
309,1.0,0.01,955
310,1.0,0.011,1049
311,1.0,0.012,1035
312,1.0,0.013,822
313,1.0,0.014,817
314,1.0,0.015,836
315,1.0,0.016,716
316,1.0,0.017,550
317,1.0,0.018,581
318,1.0,0.019,575
319,1.0,0.02,486
320,1.0,0.021,428
321,1.0,0.022,526
322,1.0,0.023,435
323,1.0,0.024,390
324,1.0,0.025,398
325,1.0,0.026,359
326,1.0,0.027,391
327,1.0,0.028,351
328,1.0,0.029,335
329,1.0,0.03,288
330,1.0,0.031,293
331,1.0,0.032,276
332,1.0,0.033,273
333,1.0,0.034,241
334,1.0,0.035,265
335,1.0,0.036,234
336,1.0,0.037,214
337,1.0,0.038,202
338,1.0,0.039,185
339,1.0,0.04,192
340,1.0,0.041,172
341,1.0,0.042,166
342,1.0,0.043,145
343,1.0,0.044,130
344,1.0,0.045,147
345,1.0,0.046,138
346,1.0,0.047,131
347,1.0,0.048,105
348,1.0,0.049,107
349,1.0,0.05,100
350,1.0,0.051,111
351,1.0,0.052,115
352,1.0,0.053,96
353,1.0,0.054,92
354,1.0,0.055,96
355,1.0,0.056,61
356,1.0,0.057,70
357,1.0,0.058,82
358,1.0,0.059,96
359,1.0,0.06,66
360,1.0,0.061,92
361,1.0,0.062,64
362,1.0,0.063,79
363,1.0,0.064,60
364,1.0,0.065,67
365,1.0,0.066,61
366,1.0,0.067,54
367,1.0,0.068,57
368,1.0,0.069,47
369,1.0,0.07,48
370,1.0,0.071,41
371,1.0,0.072,46
372,1.0,0.073,56
373,1.0,0.074,35
374,1.0,0.075,48
375,1.0,0.076,38
376,1.0,0.077,35
377,1.0,0.078,44
378,1.0,0.079,38
379,1.0,0.08,43
380,1.0,0.081,42
381,1.0,0.082,49
382,1.0,0.083,43
383,1.0,0.084,41
384,1.0,0.085,32
385,1.0,0.086,36
386,1.0,0.087,26
387,1.0,0.088,29
388,1.0,0.089,34
389,1.0,0.09,27
390,1.0,0.091,35
391,1.0,0.092,25
392,1.0,0.093,31
393,1.0,0.094,29
394,1.0,0.095,34
395,1.0,0.096,29
396,1.0,0.097,28
397,1.0,0.098,15
398,1.0,0.099,31
399,1.0,0.1,28
400,1.0,0.101,29
401,1.0,0.102,25
402,1.0,0.103,27
403,1.0,0.104,31
404,1.0,0.105,23
405,1.0,0.106,21
406,1.0,0.107,23
407,1.0,0.108,17
408,1.0,0.109,22
409,1.0,0.11,16
410,1.0,0.111,25
411,1.0,0.112,23
412,1.0,0.113,28
413,1.0,0.114,18
414,1.0,0.115,21
415,1.0,0.116,21
416,1.0,0.117,16
417,1.0,0.118,14
418,1.0,0.119,14
419,1.0,0.12,12
420,1.0,0.121,22
421,1.0,0.122,12
422,1.0,0.123,20
423,1.0,0.124,14
424,1.0,0.125,14
425,1.0,0.126,11
426,1.0,0.127,18
427,1.0,0.128,7
428,1.0,0.129,14
429,1.0,0.13,12
430,1.0,0.131,14
431,1.0,0.132,10
432,1.0,0.133,14
433,1.0,0.134,11
434,1.0,0.135,11
435,1.0,0.136,14
436,1.0,0.137,7
437,1.0,0.138,11
438,1.0,0.139,15
439,1.0,0.14,12
440,1.0,0.141,18
441,1.0,0.142,9
442,1.0,0.143,13
443,1.0,0.144,8
444,1.0,0.145,9
445,1.0,0.146,5
446,1.0,0.147,8
447,1.0,0.148,17
448,1.0,0.149,9
449,1.0,0.15,7
450,1.0,0.151,4
451,1.0,0.152,4
452,1.0,0.153,7
453,1.0,0.154,5
454,1.0,0.155,6
455,1.0,0.156,7
456,1.0,0.157,11
457,1.0,0.158,7
458,1.0,0.159,4
459,1.0,0.16,5
460,1.0,0.161,8
461,1.0,0.162,6
462,1.0,0.163,6
463,1.0,0.164,5
464,1.0,0.165,6
465,1.0,0.166,5
466,1.0,0.167,9
467,1.0,0.168,7
468,1.0,0.169,5
469,1.0,0.17,2
470,1.0,0.171,8
471,1.0,0.172,5
472,1.0,0.173,5
473,1.0,0.174,5
474,1.0,0.175,2
475,1.0,0.176,7
476,1.0,0.177,5
477,1.0,0.178,5
478,1.0,0.179,7
479,1.0,0.18,1
480,1.0,0.181,6
481,1.0,0.182,6
482,1.0,0.183,4
483,1.0,0.184,5
484,1.0,0.185,6
485,1.0,0.186,1
486,1.0,0.187,3
487,1.0,0.188,2
488,1.0,0.189,3
489,1.0,0.19,7
490,1.0,0.191,7
491,1.0,0.192,6
492,1.0,0.193,5
493,1.0,0.194,2
494,1.0,0.195,3
495,1.0,0.196,2
496,1.0,0.197,3
497,1.0,0.198,1
498,1.0,0.199,3
499,1.0,0.2,3
500,1.0,0.201,3
501,1.0,0.202,4
502,1.0,0.203,2
503,1.0,0.204,4
504,1.0,0.205,3
505,1.0,0.206,5
506,1.0,0.207,2
507,1.0,0.208,2
508,1.0,0.209,6
509,1.0,0.21,3
510,1.0,0.211,1
511,1.0,0.212,2
512,1.0,0.213,1
513,1.0,0.214,1
514,1.0,0.215,4
515,1.0,0.216,1
516,1.0,0.217,1
517,1.0,0.218,2
518,1.0,0.219,1
519,1.0,0.22,1
520,1.0,0.221,3
521,1.0,0.222,4
522,1.0,0.223,1
523,1.0,0.224,1
524,1.0,0.225,1
525,1.0,0.227,2
526,1.0,0.228,4
527,1.0,0.229,4
528,1.0,0.23,1
529,1.0,0.231,2
530,1.0,0.232,5
531,1.0,0.233,1
532,1.0,0.234,1
533,1.0,0.235,1
534,1.0,0.236,2
535,1.0,0.237,2
536,1.0,0.238,2
537,1.0,0.239,1
538,1.0,0.24,3
539,1.0,0.241,2
540,1.0,0.242,1
541,1.0,0.244,1
542,1.0,0.245,1
543,1.0,0.246,1
544,1.0,0.247,1
545,1.0,0.248,1
546,1.0,0.249,1
547,1.0,0.25,1
548,1.0,0.251,2
549,1.0,0.252,3
550,1.0,0.253,1
551,1.0,0.256,1
552,1.0,0.257,1
553,1.0,0.258,3
554,1.0,0.259,1
555,1.0,0.263,2
556,1.0,0.264,2
557,1.0,0.265,1
558,1.0,0.266,2
559,1.0,0.267,2
560,1.0,0.268,3
561,1.0,0.271,1
562,1.0,0.275,2
563,1.0,0.276,4
564,1.0,0.277,2
565,1.0,0.278,1
566,1.0,0.28,1
567,1.0,0.281,1
568,1.0,0.282,2
569,1.0,0.285,1
570,1.0,0.286,2
571,1.0,0.287,2
572,1.0,0.289,1
573,1.0,0.292,1
574,1.0,0.293,2
575,1.0,0.294,2
576,1.0,0.295,1
577,1.0,0.296,1
578,1.0,0.3,1
579,1.0,0.301,1
580,1.0,0.302,2
581,1.0,0.305,1
582,1.0,0.306,1
583,1.0,0.307,2
584,1.0,0.308,2
585,1.0,0.312,1
586,1.0,0.314,1
587,1.0,0.315,1
588,1.0,0.318,2
589,1.0,0.326,1
590,1.0,0.33,1
591,1.0,0.333,2
592,1.0,0.334,1
593,1.0,0.341,2
594,1.0,0.343,1
595,1.0,0.344,1
596,1.0,0.345,1
597,1.0,0.348,1
598,1.0,0.349,1
599,1.0,0.351,1
600,1.0,0.353,1
601,1.0,0.358,1
602,1.0,0.362,1
603,1.0,0.364,1
604,1.0,0.371,2
605,1.0,0.379,1
606,1.0,0.389,2
607,1.0,0.399,1
608,1.0,0.405,1
609,1.0,0.407,1
610,1.0,0.414,1
611,1.0,0.425,1
612,1.0,0.449,1
613,1.0,0.458,1
614,1.0,0.471,1
615,1.0,0.489,1
616,1.0,0.541,1
617,2.0,-0.565,1
618,2.0,-0.475,1
619,2.0,-0.437,1
620,2.0,-0.422,1
621,2.0,-0.396,1
622,2.0,-0.394,1
623,2.0,-0.378,1
624,2.0,-0.366,1
625,2.0,-0.357,1
626,2.0,-0.354,1
627,2.0,-0.343,1
628,2.0,-0.307,1
629,2.0,-0.303,1
630,2.0,-0.302,1
631,2.0,-0.301,1
632,2.0,-0.293,1
633,2.0,-0.29,1
634,2.0,-0.283,1
635,2.0,-0.274,1
636,2.0,-0.268,1
637,2.0,-0.261,1
638,2.0,-0.26,3
639,2.0,-0.253,1
640,2.0,-0.251,1
641,2.0,-0.245,1
642,2.0,-0.244,1
643,2.0,-0.238,1
644,2.0,-0.237,1
645,2.0,-0.236,1
646,2.0,-0.235,2
647,2.0,-0.234,1
648,2.0,-0.229,1
649,2.0,-0.228,1
650,2.0,-0.227,1
651,2.0,-0.225,2
652,2.0,-0.223,1
653,2.0,-0.222,1
654,2.0,-0.221,1
655,2.0,-0.22,2
656,2.0,-0.219,2
657,2.0,-0.218,1
658,2.0,-0.217,1
659,2.0,-0.216,2
660,2.0,-0.215,3
661,2.0,-0.214,2
662,2.0,-0.213,1
663,2.0,-0.212,2
664,2.0,-0.209,2
665,2.0,-0.208,2
666,2.0,-0.207,2
667,2.0,-0.204,2
668,2.0,-0.203,1
669,2.0,-0.201,1
670,2.0,-0.2,1
671,2.0,-0.199,1
672,2.0,-0.197,2
673,2.0,-0.196,1
674,2.0,-0.195,3
675,2.0,-0.192,3
676,2.0,-0.191,2
677,2.0,-0.19,1
678,2.0,-0.189,1
679,2.0,-0.188,2
680,2.0,-0.187,1
681,2.0,-0.186,2
682,2.0,-0.185,1
683,2.0,-0.184,2
684,2.0,-0.183,4
685,2.0,-0.182,2
686,2.0,-0.181,1
687,2.0,-0.18,2
688,2.0,-0.179,4
689,2.0,-0.174,3
690,2.0,-0.173,2
691,2.0,-0.172,1
692,2.0,-0.171,2
693,2.0,-0.169,2
694,2.0,-0.168,4
695,2.0,-0.167,1
696,2.0,-0.166,2
697,2.0,-0.164,7
698,2.0,-0.162,5
699,2.0,-0.161,1
700,2.0,-0.16,3
701,2.0,-0.159,4
702,2.0,-0.158,2
703,2.0,-0.157,2
704,2.0,-0.156,1
705,2.0,-0.155,5
706,2.0,-0.154,5
707,2.0,-0.153,4
708,2.0,-0.152,4
709,2.0,-0.151,5
710,2.0,-0.15,5
711,2.0,-0.149,5
712,2.0,-0.148,3
713,2.0,-0.147,1
714,2.0,-0.146,2
715,2.0,-0.145,2
716,2.0,-0.144,5
717,2.0,-0.143,4
718,2.0,-0.142,7
719,2.0,-0.141,4
720,2.0,-0.14,6
721,2.0,-0.139,3
722,2.0,-0.138,4
723,2.0,-0.137,9
724,2.0,-0.136,4
725,2.0,-0.135,3
726,2.0,-0.134,3
727,2.0,-0.133,7
728,2.0,-0.132,3
729,2.0,-0.131,6
730,2.0,-0.13,10
731,2.0,-0.129,3
732,2.0,-0.128,4
733,2.0,-0.127,2
734,2.0,-0.126,5
735,2.0,-0.125,7
736,2.0,-0.124,8
737,2.0,-0.123,5
738,2.0,-0.122,11
739,2.0,-0.121,9
740,2.0,-0.12,8
741,2.0,-0.119,7
742,2.0,-0.118,8
743,2.0,-0.117,10
744,2.0,-0.116,5
745,2.0,-0.115,1
746,2.0,-0.114,5
747,2.0,-0.113,5
748,2.0,-0.112,5
749,2.0,-0.111,8
750,2.0,-0.11,7
751,2.0,-0.109,11
752,2.0,-0.108,11
753,2.0,-0.107,7
754,2.0,-0.106,4
755,2.0,-0.105,6
756,2.0,-0.104,8
757,2.0,-0.103,7
758,2.0,-0.102,10
759,2.0,-0.101,11
760,2.0,-0.1,10
761,2.0,-0.099,9
762,2.0,-0.098,8
763,2.0,-0.097,10
764,2.0,-0.096,13
765,2.0,-0.095,7
766,2.0,-0.094,6
767,2.0,-0.093,9
768,2.0,-0.092,11
769,2.0,-0.091,9
770,2.0,-0.09,8
771,2.0,-0.089,10
772,2.0,-0.088,6
773,2.0,-0.087,10
774,2.0,-0.086,10
775,2.0,-0.085,7
776,2.0,-0.084,4
777,2.0,-0.083,4
778,2.0,-0.082,13
779,2.0,-0.081,23
780,2.0,-0.08,12
781,2.0,-0.079,12
782,2.0,-0.078,13
783,2.0,-0.077,13
784,2.0,-0.076,9
785,2.0,-0.075,10
786,2.0,-0.074,11
787,2.0,-0.073,16
788,2.0,-0.072,10
789,2.0,-0.071,14
790,2.0,-0.07,8
791,2.0,-0.069,12
792,2.0,-0.068,11
793,2.0,-0.067,12
794,2.0,-0.066,19
795,2.0,-0.065,13
796,2.0,-0.064,18
797,2.0,-0.063,17
798,2.0,-0.062,22
799,2.0,-0.061,24
800,2.0,-0.06,19
801,2.0,-0.059,31
802,2.0,-0.058,17
803,2.0,-0.057,30
804,2.0,-0.056,26
805,2.0,-0.055,31
806,2.0,-0.054,23
807,2.0,-0.053,24
808,2.0,-0.052,18
809,2.0,-0.051,40
810,2.0,-0.05,22
811,2.0,-0.049,28
812,2.0,-0.048,36
813,2.0,-0.047,45
814,2.0,-0.046,40
815,2.0,-0.045,45
816,2.0,-0.044,30
817,2.0,-0.043,38
818,2.0,-0.042,35
819,2.0,-0.041,55
820,2.0,-0.04,43
821,2.0,-0.039,49
822,2.0,-0.038,63
823,2.0,-0.037,59
824,2.0,-0.036,86
825,2.0,-0.035,50
826,2.0,-0.034,76
827,2.0,-0.033,63
828,2.0,-0.032,68
829,2.0,-0.031,92
830,2.0,-0.03,77
831,2.0,-0.029,88
832,2.0,-0.028,67
833,2.0,-0.027,79
834,2.0,-0.026,94
835,2.0,-0.025,106
836,2.0,-0.024,92
837,2.0,-0.023,114
838,2.0,-0.022,104
839,2.0,-0.021,116
840,2.0,-0.02,148
841,2.0,-0.019,65
842,2.0,-0.018,90
843,2.0,-0.017,139
844,2.0,-0.016,109
845,2.0,-0.015,131
846,2.0,-0.014,134
847,2.0,-0.013,418
848,2.0,-0.012,176
849,2.0,-0.011,245
850,2.0,-0.01,230
851,2.0,-0.009,1017
852,2.0,-0.008,881
853,2.0,-0.007,1190
854,2.0,-0.006,931
855,2.0,-0.005,1983
856,2.0,-0.004,1091
857,2.0,-0.003,219
858,2.0,-0.002,147
859,2.0,-0.001,494
860,2.0,0.0,340
861,2.0,0.001,233
862,2.0,0.002,302
863,2.0,0.003,227
864,2.0,0.004,242
865,2.0,0.005,285
866,2.0,0.006,509
867,2.0,0.007,312
868,2.0,0.008,241
869,2.0,0.009,304
870,2.0,0.01,255
871,2.0,0.011,379
872,2.0,0.012,263
873,2.0,0.013,350
874,2.0,0.014,382
875,2.0,0.015,283
876,2.0,0.016,235
877,2.0,0.017,276
878,2.0,0.018,332
879,2.0,0.019,312
880,2.0,0.02,149
881,2.0,0.021,208
882,2.0,0.022,190
883,2.0,0.023,264
884,2.0,0.024,160
885,2.0,0.025,140
886,2.0,0.026,108
887,2.0,0.027,140
888,2.0,0.028,120
889,2.0,0.029,115
890,2.0,0.03,110
891,2.0,0.031,93
892,2.0,0.032,103
893,2.0,0.033,119
894,2.0,0.034,84
895,2.0,0.035,59
896,2.0,0.036,79
897,2.0,0.037,72
898,2.0,0.038,59
899,2.0,0.039,70
900,2.0,0.04,58
901,2.0,0.041,63
902,2.0,0.042,48
903,2.0,0.043,51
904,2.0,0.044,53
905,2.0,0.045,35
906,2.0,0.046,36
907,2.0,0.047,42
908,2.0,0.048,39
909,2.0,0.049,39
910,2.0,0.05,46
911,2.0,0.051,33
912,2.0,0.052,38
913,2.0,0.053,23
914,2.0,0.054,35
915,2.0,0.055,27
916,2.0,0.056,28
917,2.0,0.057,23
918,2.0,0.058,24
919,2.0,0.059,28
920,2.0,0.06,22
921,2.0,0.061,20
922,2.0,0.062,20
923,2.0,0.063,21
924,2.0,0.064,24
925,2.0,0.065,20
926,2.0,0.066,21
927,2.0,0.067,12
928,2.0,0.068,15
929,2.0,0.069,14
930,2.0,0.07,17
931,2.0,0.071,16
932,2.0,0.072,14
933,2.0,0.073,13
934,2.0,0.074,16
935,2.0,0.075,12
936,2.0,0.076,11
937,2.0,0.077,13
938,2.0,0.078,9
939,2.0,0.079,11
940,2.0,0.08,13
941,2.0,0.081,9
942,2.0,0.082,17
943,2.0,0.083,8
944,2.0,0.084,4
945,2.0,0.085,10
946,2.0,0.086,7
947,2.0,0.087,8
948,2.0,0.088,6
949,2.0,0.089,3
950,2.0,0.09,11
951,2.0,0.091,9
952,2.0,0.092,4
953,2.0,0.093,9
954,2.0,0.094,6
955,2.0,0.095,2
956,2.0,0.097,10
957,2.0,0.098,6
958,2.0,0.099,12
959,2.0,0.1,7
960,2.0,0.101,4
961,2.0,0.102,5
962,2.0,0.103,4
963,2.0,0.104,7
964,2.0,0.105,4
965,2.0,0.106,3
966,2.0,0.107,3
967,2.0,0.108,6
968,2.0,0.109,6
969,2.0,0.11,5
970,2.0,0.111,6
971,2.0,0.112,11
972,2.0,0.113,3
973,2.0,0.114,3
974,2.0,0.115,7
975,2.0,0.116,1
976,2.0,0.117,5
977,2.0,0.118,12
978,2.0,0.119,4
979,2.0,0.12,4
980,2.0,0.121,7
981,2.0,0.122,6
982,2.0,0.123,6
983,2.0,0.124,6
984,2.0,0.125,3
985,2.0,0.126,4
986,2.0,0.127,4
987,2.0,0.128,4
988,2.0,0.129,7
989,2.0,0.13,1
990,2.0,0.131,2
991,2.0,0.133,3
992,2.0,0.134,3
993,2.0,0.135,6
994,2.0,0.136,3
995,2.0,0.137,2
996,2.0,0.138,1
997,2.0,0.139,5
998,2.0,0.14,1
999,2.0,0.141,7
1000,2.0,0.142,2
1001,2.0,0.143,2
1002,2.0,0.145,4
1003,2.0,0.146,2
1004,2.0,0.147,1
1005,2.0,0.148,1
1006,2.0,0.149,1
1007,2.0,0.15,2
1008,2.0,0.152,4
1009,2.0,0.153,1
1010,2.0,0.154,1
1011,2.0,0.155,3
1012,2.0,0.156,2
1013,2.0,0.157,3
1014,2.0,0.158,1
1015,2.0,0.16,1
1016,2.0,0.161,2
1017,2.0,0.162,1
1018,2.0,0.163,2
1019,2.0,0.164,4
1020,2.0,0.165,1
1021,2.0,0.166,1
1022,2.0,0.168,2
1023,2.0,0.169,2
1024,2.0,0.17,1
1025,2.0,0.171,1
1026,2.0,0.172,2
1027,2.0,0.174,1
1028,2.0,0.176,2
1029,2.0,0.177,1
1030,2.0,0.178,3
1031,2.0,0.179,2
1032,2.0,0.182,1
1033,2.0,0.184,3
1034,2.0,0.185,1
1035,2.0,0.186,1
1036,2.0,0.187,1
1037,2.0,0.188,1
1038,2.0,0.19,1
1039,2.0,0.192,1
1040,2.0,0.193,2
1041,2.0,0.194,2
1042,2.0,0.196,3
1043,2.0,0.199,2
1044,2.0,0.2,1
1045,2.0,0.204,1
1046,2.0,0.207,2
1047,2.0,0.209,1
1048,2.0,0.21,2
1049,2.0,0.211,2
1050,2.0,0.214,1
1051,2.0,0.215,1
1052,2.0,0.216,1
1053,2.0,0.217,1
1054,2.0,0.22,2
1055,2.0,0.222,1
1056,2.0,0.225,1
1057,2.0,0.226,1
1058,2.0,0.227,1
1059,2.0,0.228,2
1060,2.0,0.232,1
1061,2.0,0.233,2
1062,2.0,0.234,1
1063,2.0,0.238,1
1064,2.0,0.239,3
1065,2.0,0.241,1
1066,2.0,0.243,1
1067,2.0,0.246,1
1068,2.0,0.248,1
1069,2.0,0.251,1
1070,2.0,0.253,1
1071,2.0,0.255,1
1072,2.0,0.26,1
1073,2.0,0.264,1
1074,2.0,0.266,1
1075,2.0,0.274,1
1076,2.0,0.29,1
1077,2.0,0.292,1
1078,2.0,0.294,1
1079,2.0,0.296,1
1080,2.0,0.299,1
1081,2.0,0.31,1
1082,2.0,0.311,1
1083,2.0,0.33,2
1084,2.0,0.332,1
1085,2.0,0.355,1
1086,2.0,0.365,1
1087,2.0,0.37,1
1088,2.0,0.396,1
1089,2.0,0.398,1
1090,2.0,0.405,1
1091,2.0,0.431,1
1092,2.0,0.432,1
1093,2.0,0.445,1
1094,2.0,0.449,1
1095,2.0,0.451,1
1096,2.0,0.482,1
1097,2.0,0.498,1
1098,2.0,0.509,1
1099,2.0,0.512,1
1100,2.0,0.555,1
1101,2.0,0.564,1
1102,2.0,0.587,1
1103,2.0,0.604,1
1104,2.0,0.619,1
1105,2.0,0.636,1
1106,2.0,0.7,1
