,H25_sex,rate_incident_rate,H25_age
108,1.0,0.956,203
109,1.0,0.957,208
110,1.0,0.958,213
111,1.0,0.959,275
112,1.0,0.96,283
113,1.0,0.961,278
114,1.0,0.962,410
115,1.0,0.963,338
116,1.0,0.964,356
117,1.0,0.965,348
118,1.0,0.966,269
119,1.0,0.967,368
120,1.0,0.968,388
121,1.0,0.969,564
122,1.0,0.97,407
123,1.0,0.971,362
124,1.0,0.972,393
125,1.0,0.973,380
126,1.0,0.974,449
127,1.0,0.975,452
128,1.0,0.976,456
129,1.0,0.977,468
130,1.0,0.978,474
131,1.0,0.979,544
132,1.0,0.98,685
133,1.0,0.981,678
134,1.0,0.982,653
135,1.0,0.983,711
136,1.0,0.984,1114
137,1.0,0.985,821
138,1.0,0.986,1204
139,1.0,0.987,1183
140,1.0,0.988,755
141,1.0,0.989,983
142,1.0,0.99,840
143,1.0,0.991,704
144,1.0,0.992,715
145,1.0,0.993,898
146,1.0,0.994,1110
147,1.0,0.995,722
148,1.0,0.996,1025
149,1.0,0.997,723
150,1.0,0.998,679
151,1.0,0.999,702
152,1.0,1.0,732
153,1.0,1.001,727
154,1.0,1.002,647
155,1.0,1.003,723
156,1.0,1.004,802
157,1.0,1.005,811
158,1.0,1.006,945
159,1.0,1.007,679
160,1.0,1.008,741
161,1.0,1.009,848
162,1.0,1.01,765
163,1.0,1.011,977
164,1.0,1.012,789
165,1.0,1.013,727
166,1.0,1.014,890
167,1.0,1.015,890
168,1.0,1.016,772
169,1.0,1.017,749
170,1.0,1.018,782
171,1.0,1.019,710
172,1.0,1.02,688
173,1.0,1.021,617
174,1.0,1.022,559
175,1.0,1.023,585
176,1.0,1.024,499
177,1.0,1.025,560
178,1.0,1.026,532
179,1.0,1.027,405
180,1.0,1.028,413
181,1.0,1.029,438
182,1.0,1.03,410
183,1.0,1.031,420
184,1.0,1.032,327
185,1.0,1.033,347
186,1.0,1.034,356
187,1.0,1.035,341
188,1.0,1.036,304
189,1.0,1.037,323
190,1.0,1.038,270
191,1.0,1.039,274
192,1.0,1.04,294
193,1.0,1.041,270
194,1.0,1.042,269
195,1.0,1.043,207
196,1.0,1.044,236
197,1.0,1.045,206
198,1.0,1.046,181
199,1.0,1.047,194
200,1.0,1.048,169
201,1.0,1.049,134
202,1.0,1.05,143
203,1.0,1.051,125
204,1.0,1.052,138
205,1.0,1.053,133
206,1.0,1.054,115
207,1.0,1.055,109
208,1.0,1.056,96
209,1.0,1.057,100
210,1.0,1.058,87
211,1.0,1.059,111
212,1.0,1.06,93
213,1.0,1.061,91
214,1.0,1.062,82
215,1.0,1.063,80
216,1.0,1.064,67
217,1.0,1.065,54
218,1.0,1.066,64
219,1.0,1.067,61
220,1.0,1.068,60
221,1.0,1.069,48
222,1.0,1.07,57
223,1.0,1.071,56
224,1.0,1.072,43
225,1.0,1.073,54
226,1.0,1.074,41
227,1.0,1.075,53
228,1.0,1.076,40
229,1.0,1.077,46
230,1.0,1.078,42
231,1.0,1.079,38
232,1.0,1.08,38
233,1.0,1.081,35
234,1.0,1.082,27
235,1.0,1.083,26
236,1.0,1.084,25
237,1.0,1.085,31
238,1.0,1.086,30
239,1.0,1.087,30
240,1.0,1.088,20
241,1.0,1.089,22
242,1.0,1.09,31
243,1.0,1.091,24
244,1.0,1.092,26
245,1.0,1.093,17
246,1.0,1.094,24
247,1.0,1.095,13
248,1.0,1.096,24
249,1.0,1.097,13
250,1.0,1.098,11
251,1.0,1.099,14
252,1.0,1.1,21
253,1.0,1.101,11
254,1.0,1.102,12
255,1.0,1.103,9
256,1.0,1.104,12
257,1.0,1.105,9
258,1.0,1.106,6
259,1.0,1.107,11
260,1.0,1.108,12
261,1.0,1.109,12
262,1.0,1.11,15
263,1.0,1.111,8
264,1.0,1.112,11
265,1.0,1.113,10
266,1.0,1.114,10
267,1.0,1.115,6
268,1.0,1.116,7
269,1.0,1.117,16
270,1.0,1.118,7
271,1.0,1.119,4
272,1.0,1.12,3
273,1.0,1.121,4
274,1.0,1.122,6
275,1.0,1.123,5
276,1.0,1.124,5
277,1.0,1.125,6
278,1.0,1.126,3
279,1.0,1.127,2
280,1.0,1.128,2
281,1.0,1.129,4
282,1.0,1.13,1
283,1.0,1.131,1
284,1.0,1.133,4
285,1.0,1.134,2
286,1.0,1.135,4
287,1.0,1.136,4
288,1.0,1.137,1
289,1.0,1.138,3
290,1.0,1.139,3
291,1.0,1.14,1
292,1.0,1.142,1
293,1.0,1.143,3
294,1.0,1.144,2
295,1.0,1.145,4
296,1.0,1.146,1
297,1.0,1.147,3
298,1.0,1.148,3
299,1.0,1.149,4
300,1.0,1.15,1
301,1.0,1.152,3
302,1.0,1.153,2
303,1.0,1.154,1
304,1.0,1.155,1
305,1.0,1.156,1
306,1.0,1.16,2
307,1.0,1.162,1
308,1.0,1.163,2
309,1.0,1.165,2
310,1.0,1.168,1
311,1.0,1.169,1
312,1.0,1.17,1
313,1.0,1.173,1
314,1.0,1.178,1
315,1.0,1.186,1
316,1.0,1.187,1
317,1.0,1.188,1
318,1.0,1.191,1
319,1.0,1.197,1
320,1.0,1.201,1
321,1.0,1.218,1
322,1.0,1.224,1
323,1.0,1.253,1
324,2.0,0.846,1
325,2.0,0.852,1
326,2.0,0.853,1
327,2.0,0.859,1
328,2.0,0.86,1
329,2.0,0.863,1
330,2.0,0.866,1
331,2.0,0.869,2
332,2.0,0.872,1
333,2.0,0.874,1
334,2.0,0.875,2
335,2.0,0.877,1
336,2.0,0.878,1
337,2.0,0.879,1
338,2.0,0.88,2
339,2.0,0.882,1
340,2.0,0.884,1
341,2.0,0.885,3
342,2.0,0.886,1
343,2.0,0.888,3
344,2.0,0.89,2
345,2.0,0.891,3
346,2.0,0.892,1
347,2.0,0.893,1
348,2.0,0.894,1
349,2.0,0.896,2
350,2.0,0.897,4
351,2.0,0.898,1
352,2.0,0.899,2
353,2.0,0.9,2
354,2.0,0.901,5
355,2.0,0.902,5
356,2.0,0.903,3
357,2.0,0.904,5
358,2.0,0.905,9
359,2.0,0.906,5
360,2.0,0.907,3
361,2.0,0.908,3
362,2.0,0.909,2
363,2.0,0.91,9
364,2.0,0.911,8
365,2.0,0.912,6
366,2.0,0.913,4
367,2.0,0.914,4
368,2.0,0.915,3
369,2.0,0.916,4
370,2.0,0.917,5
371,2.0,0.918,6
372,2.0,0.919,8
373,2.0,0.92,3
374,2.0,0.921,5
375,2.0,0.922,6
376,2.0,0.923,10
377,2.0,0.924,13
378,2.0,0.925,6
379,2.0,0.926,4
380,2.0,0.927,14
381,2.0,0.928,10
382,2.0,0.929,13
383,2.0,0.93,10
384,2.0,0.931,13
385,2.0,0.932,17
386,2.0,0.933,9
387,2.0,0.934,19
388,2.0,0.935,11
389,2.0,0.936,10
390,2.0,0.937,17
391,2.0,0.938,17
392,2.0,0.939,16
393,2.0,0.94,10
394,2.0,0.941,20
395,2.0,0.942,26
396,2.0,0.943,25
397,2.0,0.944,21
398,2.0,0.945,20
399,2.0,0.946,28
400,2.0,0.947,29
401,2.0,0.948,33
402,2.0,0.949,26
403,2.0,0.95,34
404,2.0,0.951,27
405,2.0,0.952,48
406,2.0,0.953,50
407,2.0,0.954,43
408,2.0,0.955,59
409,2.0,0.956,43
410,2.0,0.957,59
411,2.0,0.958,78
412,2.0,0.959,70
413,2.0,0.96,77
414,2.0,0.961,62
415,2.0,0.962,86
416,2.0,0.963,74
417,2.0,0.964,107
418,2.0,0.965,98
419,2.0,0.966,81
420,2.0,0.967,89
421,2.0,0.968,88
422,2.0,0.969,66
423,2.0,0.97,137
424,2.0,0.971,154
425,2.0,0.972,95
426,2.0,0.973,116
427,2.0,0.974,104
428,2.0,0.975,93
429,2.0,0.976,92
430,2.0,0.977,94
431,2.0,0.978,107
432,2.0,0.979,131
433,2.0,0.98,118
434,2.0,0.981,121
435,2.0,0.982,121
436,2.0,0.983,396
437,2.0,0.984,138
438,2.0,0.985,441
439,2.0,0.986,183
440,2.0,0.987,272
441,2.0,0.988,279
442,2.0,0.989,588
443,2.0,0.99,938
444,2.0,0.991,941
445,2.0,0.992,1203
446,2.0,0.993,1150
447,2.0,0.994,1413
448,2.0,0.995,578
449,2.0,0.996,212
450,2.0,0.997,199
451,2.0,0.998,441
452,2.0,0.999,231
453,2.0,1.0,289
454,2.0,1.001,205
455,2.0,1.002,176
456,2.0,1.003,299
457,2.0,1.004,191
458,2.0,1.005,192
459,2.0,1.006,212
460,2.0,1.007,231
461,2.0,1.008,188
462,2.0,1.009,429
463,2.0,1.01,412
464,2.0,1.011,198
465,2.0,1.012,222
466,2.0,1.013,231
467,2.0,1.014,273
468,2.0,1.015,392
469,2.0,1.016,260
470,2.0,1.017,440
471,2.0,1.018,318
472,2.0,1.019,284
473,2.0,1.02,300
474,2.0,1.021,232
475,2.0,1.022,293
476,2.0,1.023,270
477,2.0,1.024,182
478,2.0,1.025,233
479,2.0,1.026,142
480,2.0,1.027,111
481,2.0,1.028,176
482,2.0,1.029,139
483,2.0,1.03,107
484,2.0,1.031,141
485,2.0,1.032,118
486,2.0,1.033,134
487,2.0,1.034,70
488,2.0,1.035,114
489,2.0,1.036,87
490,2.0,1.037,93
491,2.0,1.038,84
492,2.0,1.039,76
493,2.0,1.04,106
494,2.0,1.041,77
495,2.0,1.042,52
496,2.0,1.043,67
497,2.0,1.044,73
498,2.0,1.045,58
499,2.0,1.046,49
500,2.0,1.047,41
501,2.0,1.048,64
502,2.0,1.049,50
503,2.0,1.05,33
504,2.0,1.051,50
505,2.0,1.052,32
506,2.0,1.053,34
507,2.0,1.054,21
508,2.0,1.055,34
509,2.0,1.056,23
510,2.0,1.057,40
511,2.0,1.058,36
512,2.0,1.059,30
513,2.0,1.06,33
514,2.0,1.061,30
515,2.0,1.062,23
516,2.0,1.063,23
517,2.0,1.064,26
518,2.0,1.065,18
519,2.0,1.066,11
520,2.0,1.067,12
521,2.0,1.068,12
522,2.0,1.069,10
523,2.0,1.07,15
524,2.0,1.071,11
525,2.0,1.072,15
526,2.0,1.073,8
527,2.0,1.074,11
528,2.0,1.075,14
529,2.0,1.076,17
530,2.0,1.077,17
531,2.0,1.078,6
532,2.0,1.079,10
533,2.0,1.08,10
534,2.0,1.081,11
535,2.0,1.082,11
536,2.0,1.083,6
537,2.0,1.084,8
538,2.0,1.085,8
539,2.0,1.086,8
540,2.0,1.087,6
541,2.0,1.088,1
542,2.0,1.089,5
543,2.0,1.09,5
544,2.0,1.091,8
545,2.0,1.092,8
546,2.0,1.093,3
547,2.0,1.094,2
548,2.0,1.095,3
549,2.0,1.096,4
550,2.0,1.097,10
551,2.0,1.098,1
552,2.0,1.099,4
553,2.0,1.1,3
554,2.0,1.101,4
555,2.0,1.102,7
556,2.0,1.103,4
557,2.0,1.104,4
558,2.0,1.105,2
559,2.0,1.106,3
560,2.0,1.107,3
561,2.0,1.108,5
562,2.0,1.109,3
563,2.0,1.11,3
564,2.0,1.111,2
565,2.0,1.112,4
566,2.0,1.113,2
567,2.0,1.114,1
568,2.0,1.115,2
569,2.0,1.116,3
570,2.0,1.117,1
571,2.0,1.121,3
572,2.0,1.122,1
573,2.0,1.123,2
574,2.0,1.124,1
575,2.0,1.125,3
576,2.0,1.127,1
577,2.0,1.128,1
578,2.0,1.13,2
579,2.0,1.131,1
580,2.0,1.132,2
581,2.0,1.133,1
582,2.0,1.134,1
583,2.0,1.135,1
584,2.0,1.136,1
585,2.0,1.144,1
586,2.0,1.145,1
587,2.0,1.148,1
588,2.0,1.149,1
589,2.0,1.15,1
590,2.0,1.153,1
591,2.0,1.154,1
592,2.0,1.175,1
