,H25_sex,delta_average,H25_age
280,1.0,-0.00407,2
281,1.0,-0.00406,2
282,1.0,-0.00405,4
283,1.0,-0.00404,1
284,1.0,-0.00403,1
285,1.0,-0.00402,2
286,1.0,-0.00401,2
287,1.0,-0.004,1
288,1.0,-0.00398,2
289,1.0,-0.00397,1
290,1.0,-0.00395,2
291,1.0,-0.00394,3
292,1.0,-0.00393,1
293,1.0,-0.00392,2
294,1.0,-0.00391,1
295,1.0,-0.00389,1
296,1.0,-0.00387,1
297,1.0,-0.00384,1
298,1.0,-0.00383,1
299,1.0,-0.0038,3
300,1.0,-0.00379,3
301,1.0,-0.00378,3
302,1.0,-0.00373,3
303,1.0,-0.00371,3
304,1.0,-0.0037,1
305,1.0,-0.00369,2
306,1.0,-0.00368,1
307,1.0,-0.00366,1
308,1.0,-0.00362,1
309,1.0,-0.00361,1
310,1.0,-0.0036,2
311,1.0,-0.00359,2
312,1.0,-0.00357,2
313,1.0,-0.00356,2
314,1.0,-0.00355,2
315,1.0,-0.00353,2
316,1.0,-0.00352,1
317,1.0,-0.00351,3
318,1.0,-0.00349,2
319,1.0,-0.00348,2
320,1.0,-0.00346,4
321,1.0,-0.00345,1
322,1.0,-0.00344,1
323,1.0,-0.00341,2
324,1.0,-0.0034,1
325,1.0,-0.00339,3
326,1.0,-0.00337,1
327,1.0,-0.00336,3
328,1.0,-0.00335,1
329,1.0,-0.00334,2
330,1.0,-0.00333,3
331,1.0,-0.00332,1
332,1.0,-0.00331,1
333,1.0,-0.00329,2
334,1.0,-0.00328,2
335,1.0,-0.00327,1
336,1.0,-0.00324,1
337,1.0,-0.00323,1
338,1.0,-0.00321,1
339,1.0,-0.0032,1
340,1.0,-0.00319,2
341,1.0,-0.00318,1
342,1.0,-0.00317,1
343,1.0,-0.00316,1
344,1.0,-0.00315,3
345,1.0,-0.00314,2
346,1.0,-0.00313,2
347,1.0,-0.00312,1
348,1.0,-0.00311,2
349,1.0,-0.0031,2
350,1.0,-0.00309,1
351,1.0,-0.00308,1
352,1.0,-0.00306,1
353,1.0,-0.00305,1
354,1.0,-0.00304,1
355,1.0,-0.00303,1
356,1.0,-0.00301,1
357,1.0,-0.003,1
358,1.0,-0.00299,1
359,1.0,-0.00298,3
360,1.0,-0.00297,2
361,1.0,-0.00296,1
362,1.0,-0.00295,1
363,1.0,-0.00294,2
364,1.0,-0.00293,2
365,1.0,-0.00292,1
366,1.0,-0.00291,4
367,1.0,-0.0029,1
368,1.0,-0.00289,1
369,1.0,-0.00288,3
370,1.0,-0.00287,1
371,1.0,-0.00286,2
372,1.0,-0.00285,1
373,1.0,-0.00284,1
374,1.0,-0.00283,1
375,1.0,-0.00282,2
376,1.0,-0.00281,2
377,1.0,-0.0028,1
378,1.0,-0.00279,1
379,1.0,-0.00277,3
380,1.0,-0.00276,2
381,1.0,-0.00275,4
382,1.0,-0.00273,1
383,1.0,-0.00272,3
384,1.0,-0.00271,3
385,1.0,-0.0027,2
386,1.0,-0.00269,2
387,1.0,-0.00268,1
388,1.0,-0.00267,1
389,1.0,-0.00266,6
390,1.0,-0.00265,1
391,1.0,-0.00263,6
392,1.0,-0.00262,3
393,1.0,-0.0026,3
394,1.0,-0.00259,1
395,1.0,-0.00258,3
396,1.0,-0.00257,2
397,1.0,-0.00256,4
398,1.0,-0.00255,1
399,1.0,-0.00254,1
400,1.0,-0.00253,1
401,1.0,-0.00251,4
402,1.0,-0.0025,2
403,1.0,-0.00248,1
404,1.0,-0.00247,2
405,1.0,-0.00245,1
406,1.0,-0.00244,2
407,1.0,-0.00243,2
408,1.0,-0.00242,6
409,1.0,-0.00241,2
410,1.0,-0.0024,3
411,1.0,-0.00238,2
412,1.0,-0.00237,2
413,1.0,-0.00236,2
414,1.0,-0.00235,4
415,1.0,-0.00234,2
416,1.0,-0.00233,1
417,1.0,-0.00231,2
418,1.0,-0.00228,2
419,1.0,-0.00227,3
420,1.0,-0.00226,2
421,1.0,-0.00225,5
422,1.0,-0.00224,3
423,1.0,-0.00223,2
424,1.0,-0.00222,1
425,1.0,-0.00221,1
426,1.0,-0.0022,3
427,1.0,-0.00219,1
428,1.0,-0.00218,4
429,1.0,-0.00217,2
430,1.0,-0.00216,2
431,1.0,-0.00215,1
432,1.0,-0.00214,1
433,1.0,-0.00213,5
434,1.0,-0.00212,1
435,1.0,-0.00211,1
436,1.0,-0.0021,1
437,1.0,-0.00209,6
438,1.0,-0.00208,1
439,1.0,-0.00205,1
440,1.0,-0.00204,2
441,1.0,-0.00203,5
442,1.0,-0.00202,1
443,1.0,-0.002,1
444,1.0,-0.00199,4
445,1.0,-0.00198,2
446,1.0,-0.00197,4
447,1.0,-0.00196,2
448,1.0,-0.00195,6
449,1.0,-0.00194,1
450,1.0,-0.00193,2
451,1.0,-0.00192,4
452,1.0,-0.00191,5
453,1.0,-0.0019,1
454,1.0,-0.00189,1
455,1.0,-0.00188,7
456,1.0,-0.00187,3
457,1.0,-0.00186,6
458,1.0,-0.00185,1
459,1.0,-0.00184,1
460,1.0,-0.00183,2
461,1.0,-0.00182,1
462,1.0,-0.00181,3
463,1.0,-0.0018,6
464,1.0,-0.00179,5
465,1.0,-0.00178,1
466,1.0,-0.00177,3
467,1.0,-0.00176,5
468,1.0,-0.00175,7
469,1.0,-0.00174,4
470,1.0,-0.00173,2
471,1.0,-0.00172,3
472,1.0,-0.00171,1
473,1.0,-0.0017,8
474,1.0,-0.00169,7
475,1.0,-0.00168,4
476,1.0,-0.00167,2
477,1.0,-0.00166,7
478,1.0,-0.00165,1
479,1.0,-0.00164,3
480,1.0,-0.00163,4
481,1.0,-0.00162,5
482,1.0,-0.00161,2
483,1.0,-0.0016,2
484,1.0,-0.00159,5
485,1.0,-0.00158,3
486,1.0,-0.00157,4
487,1.0,-0.00156,6
488,1.0,-0.00155,10
489,1.0,-0.00154,6
490,1.0,-0.00153,6
491,1.0,-0.00152,3
492,1.0,-0.00151,4
493,1.0,-0.0015,25
494,1.0,-0.00149,8
495,1.0,-0.00148,4
496,1.0,-0.00147,3
497,1.0,-0.00146,2
498,1.0,-0.00145,3
499,1.0,-0.00144,6
500,1.0,-0.00143,6
501,1.0,-0.00142,5
502,1.0,-0.00141,6
503,1.0,-0.0014,4
504,1.0,-0.00139,4
505,1.0,-0.00138,6
506,1.0,-0.00137,7
507,1.0,-0.00136,3
508,1.0,-0.00135,14
509,1.0,-0.00134,8
510,1.0,-0.00133,2
511,1.0,-0.00132,3
512,1.0,-0.00131,4
513,1.0,-0.0013,2
514,1.0,-0.00129,7
515,1.0,-0.00128,8
516,1.0,-0.00127,8
517,1.0,-0.00126,6
518,1.0,-0.00125,6
519,1.0,-0.00124,6
520,1.0,-0.00123,12
521,1.0,-0.00122,12
522,1.0,-0.00121,5
523,1.0,-0.0012,7
524,1.0,-0.00119,4
525,1.0,-0.00118,2
526,1.0,-0.00117,5
527,1.0,-0.00116,4
528,1.0,-0.00115,6
529,1.0,-0.00114,4
530,1.0,-0.00113,14
531,1.0,-0.00112,6
532,1.0,-0.00111,6
533,1.0,-0.0011,9
534,1.0,-0.00109,7
535,1.0,-0.00108,5
536,1.0,-0.00107,4
537,1.0,-0.00106,12
538,1.0,-0.00105,9
539,1.0,-0.00104,8
540,1.0,-0.00103,4
541,1.0,-0.00102,15
542,1.0,-0.00101,8
543,1.0,-0.001,7
544,1.0,-0.00099,12
545,1.0,-0.00098,10
546,1.0,-0.00097,11
547,1.0,-0.00096,13
548,1.0,-0.00095,12
549,1.0,-0.00094,4
550,1.0,-0.00093,9
551,1.0,-0.00092,13
552,1.0,-0.00091,9
553,1.0,-0.0009,8
554,1.0,-0.00089,3
555,1.0,-0.00088,15
556,1.0,-0.00087,23
557,1.0,-0.00086,13
558,1.0,-0.00085,9
559,1.0,-0.00084,13
560,1.0,-0.00083,12
561,1.0,-0.00082,16
562,1.0,-0.00081,6
563,1.0,-0.0008,13
564,1.0,-0.00079,13
565,1.0,-0.00078,20
566,1.0,-0.00077,12
567,1.0,-0.00076,13
568,1.0,-0.00075,12
569,1.0,-0.00074,17
570,1.0,-0.00073,24
571,1.0,-0.00072,33
572,1.0,-0.00071,14
573,1.0,-0.0007,23
574,1.0,-0.00069,18
575,1.0,-0.00068,14
576,1.0,-0.00067,17
577,1.0,-0.00066,18
578,1.0,-0.00065,20
579,1.0,-0.00064,24
580,1.0,-0.00063,20
581,1.0,-0.00062,71
582,1.0,-0.00061,25
583,1.0,-0.0006,18
584,1.0,-0.00059,37
585,1.0,-0.00058,26
586,1.0,-0.00057,26
587,1.0,-0.00056,21
588,1.0,-0.00055,33
589,1.0,-0.00054,60
590,1.0,-0.00053,28
591,1.0,-0.00052,37
592,1.0,-0.00051,33
593,1.0,-0.0005,29
594,1.0,-0.00049,24
595,1.0,-0.00048,54
596,1.0,-0.00047,26
597,1.0,-0.00046,35
598,1.0,-0.00045,28
599,1.0,-0.00044,32
600,1.0,-0.00043,20
601,1.0,-0.00042,42
602,1.0,-0.00041,71
603,1.0,-0.0004,113
604,1.0,-0.00039,80
605,1.0,-0.00038,53
606,1.0,-0.00037,40
607,1.0,-0.00036,59
608,1.0,-0.00035,38
609,1.0,-0.00034,149
610,1.0,-0.00033,46
611,1.0,-0.00032,66
612,1.0,-0.00031,42
613,1.0,-0.0003,48
614,1.0,-0.00029,46
615,1.0,-0.00028,53
616,1.0,-0.00027,73
617,1.0,-0.00026,73
618,1.0,-0.00025,81
619,1.0,-0.00024,54
620,1.0,-0.00023,956
621,1.0,-0.00022,172
622,1.0,-0.00021,103
623,1.0,-0.0002,91
624,1.0,-0.00019,247
625,1.0,-0.00018,204
626,1.0,-0.00017,162
627,1.0,-0.00016,107
628,1.0,-0.00015,135
629,1.0,-0.00014,268
630,1.0,-0.00013,134
631,1.0,-0.00012,208
632,1.0,-0.00011,278
633,1.0,-0.0001,160
634,1.0,-9e-05,351
635,1.0,-8e-05,231
636,1.0,-7e-05,393
637,1.0,-6e-05,907
638,1.0,-5e-05,3582
639,1.0,-4e-05,1982
640,1.0,-3e-05,372
641,1.0,-2e-05,573
642,1.0,-1e-05,11829
643,1.0,0.0,600
644,1.0,1e-05,21833
645,1.0,2e-05,2863
646,1.0,3e-05,200
647,1.0,4e-05,181
648,1.0,5e-05,655
649,1.0,6e-05,281
650,1.0,7e-05,110
651,1.0,8e-05,154
652,1.0,9e-05,407
653,1.0,0.0001,164
654,1.0,0.00011,132
655,1.0,0.00012,127
656,1.0,0.00013,224
657,1.0,0.00014,142
658,1.0,0.00015,503
659,1.0,0.00016,366
660,1.0,0.00017,222
661,1.0,0.00018,147
662,1.0,0.00019,675
663,1.0,0.0002,266
664,1.0,0.00021,427
665,1.0,0.00022,337
666,1.0,0.00023,96
667,1.0,0.00024,323
668,1.0,0.00025,82
669,1.0,0.00026,64
670,1.0,0.00027,103
671,1.0,0.00028,92
672,1.0,0.00029,77
673,1.0,0.0003,72
674,1.0,0.00031,48
675,1.0,0.00032,119
676,1.0,0.00033,56
677,1.0,0.00034,95
678,1.0,0.00035,91
679,1.0,0.00036,90
680,1.0,0.00037,59
681,1.0,0.00038,53
682,1.0,0.00039,45
683,1.0,0.0004,27
684,1.0,0.00041,37
685,1.0,0.00042,35
686,1.0,0.00043,56
687,1.0,0.00044,25
688,1.0,0.00045,25
689,1.0,0.00046,27
690,1.0,0.00047,38
691,1.0,0.00048,31
692,1.0,0.00049,25
693,1.0,0.0005,26
694,1.0,0.00051,21
695,1.0,0.00052,12
696,1.0,0.00053,18
697,1.0,0.00054,18
698,1.0,0.00055,23
699,1.0,0.00056,32
700,1.0,0.00057,21
701,1.0,0.00058,14
702,1.0,0.00059,14
703,1.0,0.0006,62
704,1.0,0.00061,24
705,1.0,0.00062,18
706,1.0,0.00063,32
707,1.0,0.00064,43
708,1.0,0.00065,23
709,1.0,0.00066,21
710,1.0,0.00067,13
711,1.0,0.00068,13
712,1.0,0.00069,14
713,1.0,0.0007,6
714,1.0,0.00071,7
715,1.0,0.00072,15
716,1.0,0.00073,19
717,1.0,0.00074,10
718,1.0,0.00075,17
719,1.0,0.00076,14
720,1.0,0.00077,5
721,1.0,0.00078,7
722,1.0,0.00079,6
723,1.0,0.0008,10
724,1.0,0.00081,13
725,1.0,0.00082,7
726,1.0,0.00083,7
727,1.0,0.00084,14
728,1.0,0.00085,11
729,1.0,0.00086,11
730,1.0,0.00087,14
731,1.0,0.00088,7
732,1.0,0.00089,12
733,1.0,0.0009,5
734,1.0,0.00091,9
735,1.0,0.00092,4
736,1.0,0.00093,9
737,1.0,0.00094,8
738,1.0,0.00095,12
739,1.0,0.00096,9
740,1.0,0.00097,6
741,1.0,0.00098,9
742,1.0,0.00099,8
743,1.0,0.001,15
744,1.0,0.00101,4
745,1.0,0.00103,5
746,1.0,0.00104,14
747,1.0,0.00105,9
748,1.0,0.00106,8
749,1.0,0.00107,4
750,1.0,0.00108,7
751,1.0,0.00109,7
752,1.0,0.0011,7
753,1.0,0.00111,3
754,1.0,0.00112,6
755,1.0,0.00113,14
756,1.0,0.00114,3
757,1.0,0.00115,19
758,1.0,0.00116,5
759,1.0,0.00117,11
760,1.0,0.00118,10
761,1.0,0.00119,5
762,1.0,0.0012,2
763,1.0,0.00121,8
764,1.0,0.00122,6
765,1.0,0.00123,6
766,1.0,0.00124,7
767,1.0,0.00125,10
768,1.0,0.00126,1
769,1.0,0.00127,5
770,1.0,0.00128,7
771,1.0,0.00129,3
772,1.0,0.0013,7
773,1.0,0.00131,3
774,1.0,0.00132,11
775,1.0,0.00133,4
776,1.0,0.00134,5
777,1.0,0.00135,3
778,1.0,0.00136,7
779,1.0,0.00137,5
780,1.0,0.00138,4
781,1.0,0.00139,5
782,1.0,0.0014,4
783,1.0,0.00141,3
784,1.0,0.00142,7
785,1.0,0.00143,2
786,1.0,0.00144,5
787,1.0,0.00145,4
788,1.0,0.00146,5
789,1.0,0.00147,7
790,1.0,0.00148,5
791,1.0,0.00149,5
792,1.0,0.0015,7
793,1.0,0.00151,6
794,1.0,0.00152,5
795,1.0,0.00153,3
796,1.0,0.00154,1
797,1.0,0.00155,1
798,1.0,0.00156,7
799,1.0,0.00157,5
800,1.0,0.00158,5
801,1.0,0.00159,5
802,1.0,0.0016,2
803,1.0,0.00161,5
804,1.0,0.00162,4
805,1.0,0.00163,3
806,1.0,0.00164,6
807,1.0,0.00165,5
808,1.0,0.00166,3
809,1.0,0.00167,13
810,1.0,0.00168,4
811,1.0,0.0017,5
812,1.0,0.00171,5
813,1.0,0.00172,3
814,1.0,0.00173,2
815,1.0,0.00174,2
816,1.0,0.00176,4
817,1.0,0.00177,3
818,1.0,0.00178,3
819,1.0,0.00179,3
820,1.0,0.0018,6
821,1.0,0.00181,1
822,1.0,0.00182,5
823,1.0,0.00183,2
824,1.0,0.00184,3
825,1.0,0.00185,1
826,1.0,0.00186,2
827,1.0,0.00187,2
828,1.0,0.00188,1
829,1.0,0.00189,7
830,1.0,0.0019,1
831,1.0,0.00191,3
832,1.0,0.00192,2
833,1.0,0.00193,4
834,1.0,0.00194,4
835,1.0,0.00195,4
836,1.0,0.00196,3
837,1.0,0.00197,6
838,1.0,0.00198,8
839,1.0,0.00199,1
840,1.0,0.002,2
841,1.0,0.00201,5
842,1.0,0.00202,4
843,1.0,0.00203,2
844,1.0,0.00204,7
845,1.0,0.00205,2
846,1.0,0.00206,1
847,1.0,0.00207,3
848,1.0,0.00208,1
849,1.0,0.00209,7
850,1.0,0.0021,3
851,1.0,0.00211,2
852,1.0,0.00212,2
853,1.0,0.00213,2
854,1.0,0.00214,4
855,1.0,0.00215,3
856,1.0,0.00216,2
857,1.0,0.00217,1
858,1.0,0.00218,4
859,1.0,0.00219,4
860,1.0,0.0022,3
861,1.0,0.00221,2
862,1.0,0.00222,1
863,1.0,0.00223,9
864,1.0,0.00224,2
865,1.0,0.00226,3
866,1.0,0.00227,3
867,1.0,0.00228,1
868,1.0,0.00229,1
869,1.0,0.0023,3
870,1.0,0.00231,3
871,1.0,0.00232,2
872,1.0,0.00234,2
873,1.0,0.00235,2
874,1.0,0.00236,3
875,1.0,0.00237,6
876,1.0,0.00238,2
877,1.0,0.00239,3
878,1.0,0.0024,5
879,1.0,0.00241,1
880,1.0,0.00242,3
881,1.0,0.00243,3
882,1.0,0.00244,1
883,1.0,0.00245,2
884,1.0,0.00246,1
885,1.0,0.00247,1
886,1.0,0.00248,2
887,1.0,0.00249,3
888,1.0,0.0025,4
889,1.0,0.00251,1
890,1.0,0.00252,1
891,1.0,0.00253,2
892,1.0,0.00254,1
893,1.0,0.00255,5
894,1.0,0.00256,3
895,1.0,0.00258,4
896,1.0,0.00259,2
897,1.0,0.0026,1
898,1.0,0.00263,1
899,1.0,0.00264,2
900,1.0,0.00265,3
901,1.0,0.00266,2
902,1.0,0.00267,1
903,1.0,0.00268,3
904,1.0,0.00269,3
905,1.0,0.0027,1
906,1.0,0.00271,2
907,1.0,0.00272,2
908,1.0,0.00273,2
909,1.0,0.00274,3
910,1.0,0.00275,3
911,1.0,0.00276,3
912,1.0,0.00277,3
913,1.0,0.00278,4
914,1.0,0.00279,1
915,1.0,0.0028,3
916,1.0,0.00281,5
917,1.0,0.00282,3
918,1.0,0.00283,4
919,1.0,0.00284,1
920,1.0,0.00285,3
921,1.0,0.00287,1
922,1.0,0.00288,1
923,1.0,0.00289,2
924,1.0,0.0029,4
925,1.0,0.00291,3
926,1.0,0.00292,1
927,1.0,0.00293,1
928,1.0,0.00294,2
929,1.0,0.00295,3
930,1.0,0.00296,1
931,1.0,0.00297,2
932,1.0,0.00298,1
933,1.0,0.003,2
934,1.0,0.00301,3
935,1.0,0.00302,3
936,1.0,0.00303,1
937,1.0,0.00304,2
938,1.0,0.00306,5
939,1.0,0.00308,5
940,1.0,0.00309,2
941,1.0,0.00312,1
942,1.0,0.00313,2
943,1.0,0.00314,2
944,1.0,0.00315,1
945,1.0,0.00316,1
946,1.0,0.00317,1
947,1.0,0.00318,2
948,1.0,0.00319,2
949,1.0,0.0032,2
950,1.0,0.00321,3
951,1.0,0.00322,1
952,1.0,0.00323,1
953,1.0,0.00324,1
954,1.0,0.00328,3
955,1.0,0.00329,2
956,1.0,0.0033,3
957,1.0,0.00332,4
958,1.0,0.00334,4
959,1.0,0.00335,1
960,1.0,0.00336,2
961,1.0,0.00337,3
962,1.0,0.00338,1
963,1.0,0.00339,4
964,1.0,0.0034,1
965,1.0,0.00341,1
966,1.0,0.00342,1
967,1.0,0.00343,2
968,1.0,0.00346,1
969,1.0,0.00347,2
970,1.0,0.00349,1
971,1.0,0.0035,1
972,1.0,0.00351,1
973,1.0,0.00352,2
974,1.0,0.00353,4
975,1.0,0.00355,4
976,1.0,0.00356,1
977,1.0,0.00357,1
978,1.0,0.00358,1
979,1.0,0.00361,1
980,1.0,0.00363,1
981,1.0,0.00364,2
982,1.0,0.00365,2
983,1.0,0.00366,2
984,1.0,0.00367,2
985,1.0,0.00368,1
986,1.0,0.00369,1
987,1.0,0.00371,4
988,1.0,0.00373,4
989,1.0,0.00375,2
990,1.0,0.00376,2
991,1.0,0.00378,1
992,1.0,0.00379,1
993,1.0,0.00381,3
994,1.0,0.00382,3
995,1.0,0.00383,1
996,1.0,0.00384,2
997,1.0,0.00385,1
998,1.0,0.00386,1
999,1.0,0.00387,1
1000,1.0,0.00388,2
1001,1.0,0.00389,3
1002,1.0,0.00391,2
1003,1.0,0.00393,1
1004,1.0,0.00394,1
1005,1.0,0.00395,3
1006,1.0,0.00396,1
1007,1.0,0.00397,2
1008,1.0,0.00399,3
1009,1.0,0.00403,3
1010,1.0,0.00404,1
1011,1.0,0.00405,2
1012,1.0,0.00406,1
1013,1.0,0.00407,3
1014,1.0,0.00408,1
1015,1.0,0.00409,2
1016,1.0,0.00411,2
1017,1.0,0.00413,1
1018,1.0,0.00414,1
1019,1.0,0.00415,4
1020,1.0,0.00416,2
1021,1.0,0.00417,2
1022,1.0,0.00419,2
