,H25_sex,delta_incident_rate,H25_age
176,1.0,-0.836,1
177,1.0,-0.834,3
178,1.0,-0.832,1
179,1.0,-0.83,1
180,1.0,-0.825,1
181,1.0,-0.823,1
182,1.0,-0.821,1
183,1.0,-0.82,1
184,1.0,-0.807,1
185,1.0,-0.804,2
186,1.0,-0.802,3
187,1.0,-0.801,2
188,1.0,-0.799,1
189,1.0,-0.797,1
190,1.0,-0.795,2
191,1.0,-0.794,2
192,1.0,-0.79,1
193,1.0,-0.788,1
194,1.0,-0.787,1
195,1.0,-0.784,1
196,1.0,-0.781,2
197,1.0,-0.777,1
198,1.0,-0.773,1
199,1.0,-0.772,1
200,1.0,-0.771,1
201,1.0,-0.77,1
202,1.0,-0.769,2
203,1.0,-0.766,1
204,1.0,-0.759,1
205,1.0,-0.755,1
206,1.0,-0.747,1
207,1.0,-0.744,1
208,1.0,-0.743,1
209,1.0,-0.742,2
210,1.0,-0.737,1
211,1.0,-0.735,2
212,1.0,-0.732,1
213,1.0,-0.731,1
214,1.0,-0.726,1
215,1.0,-0.722,2
216,1.0,-0.72,2
217,1.0,-0.716,1
218,1.0,-0.715,1
219,1.0,-0.709,1
220,1.0,-0.704,2
221,1.0,-0.701,1
222,1.0,-0.7,2
223,1.0,-0.697,1
224,1.0,-0.695,1
225,1.0,-0.693,1
226,1.0,-0.692,1
227,1.0,-0.691,1
228,1.0,-0.689,1
229,1.0,-0.688,1
230,1.0,-0.684,2
231,1.0,-0.682,1
232,1.0,-0.681,1
233,1.0,-0.68,2
234,1.0,-0.678,1
235,1.0,-0.676,2
236,1.0,-0.673,1
237,1.0,-0.672,2
238,1.0,-0.67,1
239,1.0,-0.669,2
240,1.0,-0.668,2
241,1.0,-0.666,1
242,1.0,-0.664,1
243,1.0,-0.661,3
244,1.0,-0.66,1
245,1.0,-0.659,2
246,1.0,-0.658,1
247,1.0,-0.657,2
248,1.0,-0.655,1
249,1.0,-0.652,1
250,1.0,-0.649,1
251,1.0,-0.646,1
252,1.0,-0.645,1
253,1.0,-0.643,2
254,1.0,-0.642,1
255,1.0,-0.639,1
256,1.0,-0.638,1
257,1.0,-0.636,2
258,1.0,-0.635,1
259,1.0,-0.631,1
260,1.0,-0.629,3
261,1.0,-0.627,1
262,1.0,-0.626,1
263,1.0,-0.624,1
264,1.0,-0.623,2
265,1.0,-0.622,1
266,1.0,-0.621,1
267,1.0,-0.618,1
268,1.0,-0.617,1
269,1.0,-0.615,2
270,1.0,-0.614,1
271,1.0,-0.61,2
272,1.0,-0.607,1
273,1.0,-0.606,4
274,1.0,-0.605,1
275,1.0,-0.604,1
276,1.0,-0.602,1
277,1.0,-0.599,2
278,1.0,-0.596,2
279,1.0,-0.593,1
280,1.0,-0.592,2
281,1.0,-0.591,1
282,1.0,-0.587,2
283,1.0,-0.586,1
284,1.0,-0.585,1
285,1.0,-0.584,3
286,1.0,-0.583,1
287,1.0,-0.581,1
288,1.0,-0.577,2
289,1.0,-0.573,1
290,1.0,-0.571,4
291,1.0,-0.569,2
292,1.0,-0.566,1
293,1.0,-0.565,1
294,1.0,-0.563,1
295,1.0,-0.561,2
296,1.0,-0.559,3
297,1.0,-0.558,1
298,1.0,-0.556,1
299,1.0,-0.555,2
300,1.0,-0.554,1
301,1.0,-0.553,1
302,1.0,-0.551,1
303,1.0,-0.55,1
304,1.0,-0.548,2
305,1.0,-0.547,1
306,1.0,-0.546,1
307,1.0,-0.544,2
308,1.0,-0.542,1
309,1.0,-0.54,1
310,1.0,-0.539,1
311,1.0,-0.538,1
312,1.0,-0.532,1
313,1.0,-0.531,1
314,1.0,-0.53,1
315,1.0,-0.528,2
316,1.0,-0.526,1
317,1.0,-0.525,1
318,1.0,-0.523,1
319,1.0,-0.522,2
320,1.0,-0.52,3
321,1.0,-0.519,2
322,1.0,-0.518,1
323,1.0,-0.515,1
324,1.0,-0.514,3
325,1.0,-0.512,1
326,1.0,-0.511,1
327,1.0,-0.51,1
328,1.0,-0.509,2
329,1.0,-0.504,2
330,1.0,-0.503,1
331,1.0,-0.502,3
332,1.0,-0.501,2
333,1.0,-0.499,1
334,1.0,-0.498,1
335,1.0,-0.496,1
336,1.0,-0.495,3
337,1.0,-0.494,3
338,1.0,-0.493,1
339,1.0,-0.491,1
340,1.0,-0.488,1
341,1.0,-0.487,3
342,1.0,-0.486,1
343,1.0,-0.485,2
344,1.0,-0.484,1
345,1.0,-0.483,1
346,1.0,-0.482,1
347,1.0,-0.481,2
348,1.0,-0.479,1
349,1.0,-0.477,1
350,1.0,-0.476,1
351,1.0,-0.472,1
352,1.0,-0.47,1
353,1.0,-0.468,2
354,1.0,-0.466,1
355,1.0,-0.464,1
356,1.0,-0.462,1
357,1.0,-0.461,2
358,1.0,-0.46,1
359,1.0,-0.459,1
360,1.0,-0.458,2
361,1.0,-0.456,1
362,1.0,-0.455,1
363,1.0,-0.452,1
364,1.0,-0.451,1
365,1.0,-0.449,1
366,1.0,-0.448,1
367,1.0,-0.447,3
368,1.0,-0.446,2
369,1.0,-0.444,2
370,1.0,-0.443,1
371,1.0,-0.442,2
372,1.0,-0.441,1
373,1.0,-0.44,2
374,1.0,-0.438,1
375,1.0,-0.437,1
376,1.0,-0.436,1
377,1.0,-0.435,1
378,1.0,-0.434,1
379,1.0,-0.433,3
380,1.0,-0.431,1
381,1.0,-0.43,2
382,1.0,-0.429,1
383,1.0,-0.428,4
384,1.0,-0.427,1
385,1.0,-0.426,1
386,1.0,-0.424,1
387,1.0,-0.422,1
388,1.0,-0.421,2
389,1.0,-0.42,2
390,1.0,-0.419,1
391,1.0,-0.418,1
392,1.0,-0.417,2
393,1.0,-0.415,3
394,1.0,-0.413,1
395,1.0,-0.412,2
396,1.0,-0.411,1
397,1.0,-0.41,3
398,1.0,-0.409,2
399,1.0,-0.408,2
400,1.0,-0.407,1
401,1.0,-0.406,2
402,1.0,-0.404,2
403,1.0,-0.403,1
404,1.0,-0.401,3
405,1.0,-0.398,2
406,1.0,-0.396,1
407,1.0,-0.394,1
408,1.0,-0.393,1
409,1.0,-0.392,2
410,1.0,-0.389,2
411,1.0,-0.385,1
412,1.0,-0.384,2
413,1.0,-0.383,3
414,1.0,-0.381,2
415,1.0,-0.38,2
416,1.0,-0.379,2
417,1.0,-0.377,3
418,1.0,-0.375,2
419,1.0,-0.374,1
420,1.0,-0.372,2
421,1.0,-0.371,1
422,1.0,-0.37,4
423,1.0,-0.369,4
424,1.0,-0.368,1
425,1.0,-0.367,3
426,1.0,-0.366,1
427,1.0,-0.364,3
428,1.0,-0.363,1
429,1.0,-0.362,1
430,1.0,-0.361,1
431,1.0,-0.36,1
432,1.0,-0.358,5
433,1.0,-0.357,1
434,1.0,-0.356,1
435,1.0,-0.355,6
436,1.0,-0.354,3
437,1.0,-0.353,2
438,1.0,-0.352,3
439,1.0,-0.351,1
440,1.0,-0.35,2
441,1.0,-0.349,4
442,1.0,-0.347,2
443,1.0,-0.346,5
444,1.0,-0.345,1
445,1.0,-0.344,5
446,1.0,-0.343,1
447,1.0,-0.342,1
448,1.0,-0.34,1
449,1.0,-0.339,1
450,1.0,-0.336,2
451,1.0,-0.335,2
452,1.0,-0.334,1
453,1.0,-0.333,3
454,1.0,-0.332,2
455,1.0,-0.33,2
456,1.0,-0.328,2
457,1.0,-0.327,3
458,1.0,-0.326,2
459,1.0,-0.325,1
460,1.0,-0.324,4
461,1.0,-0.323,1
462,1.0,-0.322,1
463,1.0,-0.321,5
464,1.0,-0.32,1
465,1.0,-0.318,2
466,1.0,-0.317,2
467,1.0,-0.316,2
468,1.0,-0.315,2
469,1.0,-0.314,2
470,1.0,-0.313,3
471,1.0,-0.312,2
472,1.0,-0.311,1
473,1.0,-0.309,2
474,1.0,-0.308,2
475,1.0,-0.307,2
476,1.0,-0.306,1
477,1.0,-0.305,4
478,1.0,-0.304,2
479,1.0,-0.303,2
480,1.0,-0.302,3
481,1.0,-0.301,3
482,1.0,-0.3,2
483,1.0,-0.299,2
484,1.0,-0.298,2
485,1.0,-0.297,4
486,1.0,-0.296,2
487,1.0,-0.294,2
488,1.0,-0.293,5
489,1.0,-0.292,2
490,1.0,-0.289,6
491,1.0,-0.288,2
492,1.0,-0.287,2
493,1.0,-0.286,2
494,1.0,-0.285,4
495,1.0,-0.284,4
496,1.0,-0.283,1
497,1.0,-0.282,2
498,1.0,-0.281,1
499,1.0,-0.28,4
500,1.0,-0.279,5
501,1.0,-0.278,4
502,1.0,-0.277,2
503,1.0,-0.276,5
504,1.0,-0.275,7
505,1.0,-0.274,5
506,1.0,-0.273,2
507,1.0,-0.272,5
508,1.0,-0.271,1
509,1.0,-0.27,3
510,1.0,-0.269,5
511,1.0,-0.268,3
512,1.0,-0.267,4
513,1.0,-0.266,3
514,1.0,-0.265,1
515,1.0,-0.264,7
516,1.0,-0.263,4
517,1.0,-0.262,6
518,1.0,-0.261,5
519,1.0,-0.26,3
520,1.0,-0.259,3
521,1.0,-0.258,7
522,1.0,-0.257,6
523,1.0,-0.255,3
524,1.0,-0.254,4
525,1.0,-0.253,2
526,1.0,-0.252,8
527,1.0,-0.251,3
528,1.0,-0.25,1
529,1.0,-0.249,6
530,1.0,-0.248,2
531,1.0,-0.247,4
532,1.0,-0.246,4
533,1.0,-0.245,3
534,1.0,-0.244,3
535,1.0,-0.242,5
536,1.0,-0.241,3
537,1.0,-0.24,5
538,1.0,-0.239,5
539,1.0,-0.238,1
540,1.0,-0.237,3
541,1.0,-0.236,3
542,1.0,-0.235,2
543,1.0,-0.234,3
544,1.0,-0.233,2
545,1.0,-0.232,5
546,1.0,-0.231,4
547,1.0,-0.23,11
548,1.0,-0.229,4
549,1.0,-0.227,4
550,1.0,-0.226,1
551,1.0,-0.225,2
552,1.0,-0.223,3
553,1.0,-0.222,2
554,1.0,-0.221,2
555,1.0,-0.22,3
556,1.0,-0.219,8
557,1.0,-0.218,1
558,1.0,-0.217,6
559,1.0,-0.216,5
560,1.0,-0.215,3
561,1.0,-0.214,5
562,1.0,-0.213,6
563,1.0,-0.212,6
564,1.0,-0.211,2
565,1.0,-0.21,6
566,1.0,-0.209,3
567,1.0,-0.208,9
568,1.0,-0.207,11
569,1.0,-0.206,5
570,1.0,-0.205,1
571,1.0,-0.204,5
572,1.0,-0.203,4
573,1.0,-0.202,7
574,1.0,-0.201,4
575,1.0,-0.2,5
576,1.0,-0.199,2
577,1.0,-0.198,5
578,1.0,-0.197,9
579,1.0,-0.196,3
580,1.0,-0.195,4
581,1.0,-0.194,6
582,1.0,-0.193,6
583,1.0,-0.192,8
584,1.0,-0.191,4
585,1.0,-0.19,8
586,1.0,-0.189,6
587,1.0,-0.188,5
588,1.0,-0.187,9
589,1.0,-0.186,2
590,1.0,-0.185,3
591,1.0,-0.184,7
592,1.0,-0.183,7
593,1.0,-0.182,2
594,1.0,-0.181,7
595,1.0,-0.18,7
596,1.0,-0.179,4
597,1.0,-0.178,1
598,1.0,-0.177,10
599,1.0,-0.176,11
600,1.0,-0.175,6
601,1.0,-0.174,7
602,1.0,-0.173,6
603,1.0,-0.172,6
604,1.0,-0.171,6
605,1.0,-0.17,7
606,1.0,-0.169,5
607,1.0,-0.168,2
608,1.0,-0.167,7
609,1.0,-0.166,3
610,1.0,-0.165,8
611,1.0,-0.164,5
612,1.0,-0.163,8
613,1.0,-0.162,2
614,1.0,-0.161,11
615,1.0,-0.16,13
616,1.0,-0.159,2
617,1.0,-0.158,8
618,1.0,-0.157,8
619,1.0,-0.156,3
620,1.0,-0.155,8
621,1.0,-0.154,12
622,1.0,-0.153,8
623,1.0,-0.152,8
624,1.0,-0.151,4
625,1.0,-0.15,6
626,1.0,-0.149,12
627,1.0,-0.148,7
628,1.0,-0.147,6
629,1.0,-0.146,11
630,1.0,-0.145,10
631,1.0,-0.144,8
632,1.0,-0.143,4
633,1.0,-0.142,9
634,1.0,-0.141,5
635,1.0,-0.14,8
636,1.0,-0.139,12
637,1.0,-0.138,13
638,1.0,-0.137,13
639,1.0,-0.136,7
640,1.0,-0.135,9
641,1.0,-0.134,9
642,1.0,-0.133,10
643,1.0,-0.132,15
644,1.0,-0.131,24
645,1.0,-0.13,21
646,1.0,-0.129,12
647,1.0,-0.128,9
648,1.0,-0.127,11
649,1.0,-0.126,25
650,1.0,-0.125,3
651,1.0,-0.124,13
652,1.0,-0.123,12
653,1.0,-0.122,14
654,1.0,-0.121,14
655,1.0,-0.12,28
656,1.0,-0.119,8
657,1.0,-0.118,5
658,1.0,-0.117,6
659,1.0,-0.116,18
660,1.0,-0.115,8
661,1.0,-0.114,6
662,1.0,-0.113,13
663,1.0,-0.112,18
664,1.0,-0.111,20
665,1.0,-0.11,13
666,1.0,-0.109,7
667,1.0,-0.108,9
668,1.0,-0.107,21
669,1.0,-0.106,29
670,1.0,-0.105,12
671,1.0,-0.104,11
672,1.0,-0.103,22
673,1.0,-0.102,14
674,1.0,-0.101,17
675,1.0,-0.1,16
676,1.0,-0.099,15
677,1.0,-0.098,16
678,1.0,-0.097,16
679,1.0,-0.096,24
680,1.0,-0.095,23
681,1.0,-0.094,27
682,1.0,-0.093,22
683,1.0,-0.092,23
684,1.0,-0.091,17
685,1.0,-0.09,28
686,1.0,-0.089,25
687,1.0,-0.088,18
688,1.0,-0.087,23
689,1.0,-0.086,29
690,1.0,-0.085,11
691,1.0,-0.084,32
692,1.0,-0.083,20
693,1.0,-0.082,22
694,1.0,-0.081,12
695,1.0,-0.08,26
696,1.0,-0.079,17
697,1.0,-0.078,17
698,1.0,-0.077,25
699,1.0,-0.076,27
700,1.0,-0.075,29
701,1.0,-0.074,24
702,1.0,-0.073,32
703,1.0,-0.072,33
704,1.0,-0.071,29
705,1.0,-0.07,23
706,1.0,-0.069,25
707,1.0,-0.068,17
708,1.0,-0.067,30
709,1.0,-0.066,26
710,1.0,-0.065,20
711,1.0,-0.064,37
712,1.0,-0.063,44
713,1.0,-0.062,51
714,1.0,-0.061,29
715,1.0,-0.06,32
716,1.0,-0.059,35
717,1.0,-0.058,26
718,1.0,-0.057,23
719,1.0,-0.056,41
720,1.0,-0.055,42
721,1.0,-0.054,46
722,1.0,-0.053,36
723,1.0,-0.052,48
724,1.0,-0.051,68
725,1.0,-0.05,49
726,1.0,-0.049,70
727,1.0,-0.048,44
728,1.0,-0.047,39
729,1.0,-0.046,45
730,1.0,-0.045,44
731,1.0,-0.044,49
732,1.0,-0.043,49
733,1.0,-0.042,56
734,1.0,-0.041,147
735,1.0,-0.04,81
736,1.0,-0.039,54
737,1.0,-0.038,58
738,1.0,-0.037,53
739,1.0,-0.036,56
740,1.0,-0.035,79
741,1.0,-0.034,64
742,1.0,-0.033,46
743,1.0,-0.032,56
744,1.0,-0.031,85
745,1.0,-0.03,132
746,1.0,-0.029,63
747,1.0,-0.028,188
748,1.0,-0.027,80
749,1.0,-0.026,64
750,1.0,-0.025,153
751,1.0,-0.024,112
752,1.0,-0.023,145
753,1.0,-0.022,214
754,1.0,-0.021,178
755,1.0,-0.02,90
756,1.0,-0.019,151
757,1.0,-0.018,207
758,1.0,-0.017,240
759,1.0,-0.016,267
760,1.0,-0.015,209
761,1.0,-0.014,252
762,1.0,-0.013,168
763,1.0,-0.012,638
764,1.0,-0.011,275
765,1.0,-0.01,357
766,1.0,-0.009,522
767,1.0,-0.008,1828
768,1.0,-0.007,1350
769,1.0,-0.006,1390
770,1.0,-0.005,2835
771,1.0,-0.004,1699
772,1.0,-0.003,2726
773,1.0,-0.002,4062
774,1.0,-0.001,8778
775,1.0,0.0,4204
776,1.0,0.001,2866
777,1.0,0.002,6018
778,1.0,0.003,735
779,1.0,0.004,1485
780,1.0,0.005,2018
781,1.0,0.006,1629
782,1.0,0.007,567
783,1.0,0.008,338
784,1.0,0.009,1137
785,1.0,0.01,222
786,1.0,0.011,266
787,1.0,0.012,165
788,1.0,0.013,898
789,1.0,0.014,199
790,1.0,0.015,133
791,1.0,0.016,116
792,1.0,0.017,117
793,1.0,0.018,166
794,1.0,0.019,83
795,1.0,0.02,102
796,1.0,0.021,116
797,1.0,0.022,73
798,1.0,0.023,67
799,1.0,0.024,57
800,1.0,0.025,80
801,1.0,0.026,63
802,1.0,0.027,79
803,1.0,0.028,60
804,1.0,0.029,76
805,1.0,0.03,52
806,1.0,0.031,59
807,1.0,0.032,56
808,1.0,0.033,60
809,1.0,0.034,24
810,1.0,0.035,69
811,1.0,0.036,32
812,1.0,0.037,47
813,1.0,0.038,56
814,1.0,0.039,31
815,1.0,0.04,49
816,1.0,0.041,40
817,1.0,0.042,37
818,1.0,0.043,20
819,1.0,0.044,33
820,1.0,0.045,28
821,1.0,0.046,36
822,1.0,0.047,29
823,1.0,0.048,24
824,1.0,0.049,22
825,1.0,0.05,32
826,1.0,0.051,21
827,1.0,0.052,30
828,1.0,0.053,29
829,1.0,0.054,16
830,1.0,0.055,19
831,1.0,0.056,32
832,1.0,0.057,47
833,1.0,0.058,19
834,1.0,0.059,20
835,1.0,0.06,24
836,1.0,0.061,33
837,1.0,0.062,29
838,1.0,0.063,21
839,1.0,0.064,39
840,1.0,0.065,30
841,1.0,0.066,20
842,1.0,0.067,30
843,1.0,0.068,27
844,1.0,0.069,27
845,1.0,0.07,28
846,1.0,0.071,33
847,1.0,0.072,34
848,1.0,0.073,28
849,1.0,0.074,26
850,1.0,0.075,23
851,1.0,0.076,18
852,1.0,0.077,22
853,1.0,0.078,44
854,1.0,0.079,14
855,1.0,0.08,28
856,1.0,0.081,36
857,1.0,0.082,26
858,1.0,0.083,18
859,1.0,0.084,28
860,1.0,0.085,27
861,1.0,0.086,13
862,1.0,0.087,18
863,1.0,0.088,23
864,1.0,0.089,20
865,1.0,0.09,27
866,1.0,0.091,18
867,1.0,0.092,11
868,1.0,0.093,17
869,1.0,0.094,16
870,1.0,0.095,23
871,1.0,0.096,23
872,1.0,0.097,7
873,1.0,0.098,19
874,1.0,0.099,28
875,1.0,0.1,9
876,1.0,0.101,16
877,1.0,0.102,15
878,1.0,0.103,12
879,1.0,0.104,23
880,1.0,0.105,15
881,1.0,0.106,8
882,1.0,0.107,17
883,1.0,0.108,13
884,1.0,0.109,12
885,1.0,0.11,25
886,1.0,0.111,12
887,1.0,0.112,7
888,1.0,0.113,9
889,1.0,0.114,10
890,1.0,0.115,13
891,1.0,0.116,19
892,1.0,0.117,12
893,1.0,0.118,13
894,1.0,0.119,14
895,1.0,0.12,11
896,1.0,0.121,15
897,1.0,0.122,9
898,1.0,0.123,8
899,1.0,0.124,11
900,1.0,0.125,5
901,1.0,0.126,6
902,1.0,0.127,8
903,1.0,0.128,12
904,1.0,0.129,12
905,1.0,0.13,19
906,1.0,0.131,7
907,1.0,0.132,6
908,1.0,0.133,9
909,1.0,0.134,11
910,1.0,0.135,10
911,1.0,0.136,5
912,1.0,0.137,6
913,1.0,0.138,7
914,1.0,0.139,8
915,1.0,0.14,6
916,1.0,0.141,3
917,1.0,0.142,7
918,1.0,0.143,9
919,1.0,0.144,2
920,1.0,0.145,7
921,1.0,0.146,14
922,1.0,0.147,6
923,1.0,0.148,8
924,1.0,0.149,6
925,1.0,0.15,5
926,1.0,0.151,5
927,1.0,0.152,4
928,1.0,0.153,8
929,1.0,0.154,5
930,1.0,0.155,8
931,1.0,0.156,10
932,1.0,0.157,11
933,1.0,0.158,11
934,1.0,0.159,3
935,1.0,0.16,12
936,1.0,0.161,1
937,1.0,0.162,4
938,1.0,0.163,7
939,1.0,0.164,6
940,1.0,0.165,5
941,1.0,0.166,1
942,1.0,0.167,2
943,1.0,0.168,3
944,1.0,0.169,4
945,1.0,0.17,5
946,1.0,0.171,6
947,1.0,0.172,7
948,1.0,0.173,8
949,1.0,0.174,10
950,1.0,0.175,6
951,1.0,0.176,3
952,1.0,0.177,3
953,1.0,0.178,1
954,1.0,0.179,6
955,1.0,0.18,6
956,1.0,0.181,2
957,1.0,0.182,4
958,1.0,0.183,7
959,1.0,0.184,4
960,1.0,0.185,4
961,1.0,0.186,4
962,1.0,0.187,4
963,1.0,0.188,4
964,1.0,0.189,5
965,1.0,0.19,4
966,1.0,0.191,4
967,1.0,0.192,5
968,1.0,0.194,6
969,1.0,0.195,3
970,1.0,0.196,3
971,1.0,0.197,7
972,1.0,0.198,6
973,1.0,0.199,4
974,1.0,0.2,2
975,1.0,0.201,8
976,1.0,0.202,5
977,1.0,0.203,2
978,1.0,0.204,3
979,1.0,0.205,4
980,1.0,0.206,2
981,1.0,0.207,2
982,1.0,0.208,2
983,1.0,0.209,4
984,1.0,0.21,3
985,1.0,0.211,3
986,1.0,0.212,6
987,1.0,0.213,4
988,1.0,0.214,4
989,1.0,0.215,1
990,1.0,0.216,5
991,1.0,0.217,4
992,1.0,0.218,3
993,1.0,0.219,2
994,1.0,0.22,1
995,1.0,0.221,5
996,1.0,0.222,5
997,1.0,0.223,3
998,1.0,0.224,2
999,1.0,0.225,6
1000,1.0,0.226,2
1001,1.0,0.228,1
1002,1.0,0.23,3
1003,1.0,0.231,3
1004,1.0,0.232,2
1005,1.0,0.233,8
1006,1.0,0.234,4
1007,1.0,0.235,4
1008,1.0,0.236,1
1009,1.0,0.237,3
1010,1.0,0.238,4
1011,1.0,0.239,1
1012,1.0,0.24,2
1013,1.0,0.241,4
1014,1.0,0.242,4
1015,1.0,0.243,2
1016,1.0,0.244,3
1017,1.0,0.246,2
1018,1.0,0.247,5
1019,1.0,0.248,3
1020,1.0,0.249,1
1021,1.0,0.25,2
1022,1.0,0.251,3
1023,1.0,0.252,2
1024,1.0,0.253,2
1025,1.0,0.254,3
1026,1.0,0.255,2
1027,1.0,0.256,3
1028,1.0,0.257,1
1029,1.0,0.258,2
1030,1.0,0.259,6
1031,1.0,0.26,3
1032,1.0,0.262,4
1033,1.0,0.263,4
1034,1.0,0.264,3
1035,1.0,0.265,8
1036,1.0,0.266,2
1037,1.0,0.267,4
1038,1.0,0.268,3
1039,1.0,0.269,1
1040,1.0,0.27,4
1041,1.0,0.271,2
1042,1.0,0.273,6
1043,1.0,0.275,1
1044,1.0,0.276,3
1045,1.0,0.277,2
1046,1.0,0.278,3
1047,1.0,0.279,2
1048,1.0,0.28,3
1049,1.0,0.282,1
1050,1.0,0.283,2
1051,1.0,0.284,3
1052,1.0,0.285,1
1053,1.0,0.286,3
1054,1.0,0.288,2
1055,1.0,0.289,2
1056,1.0,0.29,3
1057,1.0,0.291,2
1058,1.0,0.292,4
1059,1.0,0.293,2
1060,1.0,0.294,3
1061,1.0,0.295,4
1062,1.0,0.296,2
1063,1.0,0.297,1
1064,1.0,0.299,2
1065,1.0,0.3,3
1066,1.0,0.301,3
1067,1.0,0.302,3
1068,1.0,0.304,1
1069,1.0,0.305,1
1070,1.0,0.306,3
1071,1.0,0.307,3
1072,1.0,0.308,3
1073,1.0,0.309,4
1074,1.0,0.31,2
1075,1.0,0.311,3
1076,1.0,0.312,4
1077,1.0,0.313,3
1078,1.0,0.314,4
1079,1.0,0.315,4
1080,1.0,0.316,1
1081,1.0,0.317,8
1082,1.0,0.319,1
1083,1.0,0.32,2
1084,1.0,0.321,3
1085,1.0,0.323,3
1086,1.0,0.324,4
1087,1.0,0.325,2
1088,1.0,0.327,2
