,H25_sex,delta_average,H25_age
94,1.0,-0.00972,1
95,1.0,-0.00963,1
96,1.0,-0.00953,1
97,1.0,-0.00951,1
98,1.0,-0.00941,1
99,1.0,-0.0093,1
100,1.0,-0.00928,1
101,1.0,-0.00927,1
102,1.0,-0.00926,1
103,1.0,-0.00924,1
104,1.0,-0.00922,1
105,1.0,-0.00921,1
106,1.0,-0.0092,1
107,1.0,-0.00917,2
108,1.0,-0.00905,1
109,1.0,-0.00896,1
110,1.0,-0.00892,1
111,1.0,-0.00891,1
112,1.0,-0.00889,2
113,1.0,-0.00887,1
114,1.0,-0.0088,2
115,1.0,-0.00879,1
116,1.0,-0.00872,1
117,1.0,-0.00865,1
118,1.0,-0.00862,2
119,1.0,-0.00861,2
120,1.0,-0.00857,3
121,1.0,-0.00855,1
122,1.0,-0.0085,1
123,1.0,-0.00846,1
124,1.0,-0.00845,1
125,1.0,-0.00843,1
126,1.0,-0.00838,2
127,1.0,-0.00833,1
128,1.0,-0.00825,1
129,1.0,-0.00823,3
130,1.0,-0.0082,1
131,1.0,-0.00818,1
132,1.0,-0.00817,2
133,1.0,-0.00812,1
134,1.0,-0.00811,1
135,1.0,-0.0081,1
136,1.0,-0.00806,1
137,1.0,-0.00804,2
138,1.0,-0.00801,1
139,1.0,-0.00797,1
140,1.0,-0.00796,1
141,1.0,-0.00789,1
142,1.0,-0.00787,1
143,1.0,-0.00779,3
144,1.0,-0.00776,1
145,1.0,-0.0077,1
146,1.0,-0.00768,1
147,1.0,-0.00762,1
148,1.0,-0.00756,1
149,1.0,-0.00755,1
150,1.0,-0.00754,1
151,1.0,-0.00751,2
152,1.0,-0.00746,1
153,1.0,-0.00742,1
154,1.0,-0.00741,1
155,1.0,-0.00737,1
156,1.0,-0.0073,1
157,1.0,-0.00728,1
158,1.0,-0.00727,1
159,1.0,-0.00723,2
160,1.0,-0.00721,4
161,1.0,-0.00715,1
162,1.0,-0.00704,1
163,1.0,-0.00702,1
164,1.0,-0.00701,1
165,1.0,-0.00696,2
166,1.0,-0.00693,1
167,1.0,-0.00692,1
168,1.0,-0.0069,1
169,1.0,-0.00686,1
170,1.0,-0.00681,1
171,1.0,-0.0068,2
172,1.0,-0.00674,1
173,1.0,-0.00672,1
174,1.0,-0.00671,2
175,1.0,-0.00665,3
176,1.0,-0.00663,1
177,1.0,-0.00657,2
178,1.0,-0.00655,1
179,1.0,-0.00654,1
180,1.0,-0.00653,1
181,1.0,-0.00652,1
182,1.0,-0.00648,1
183,1.0,-0.00647,3
184,1.0,-0.00644,1
185,1.0,-0.00643,1
186,1.0,-0.00637,1
187,1.0,-0.00636,2
188,1.0,-0.00633,2
189,1.0,-0.00629,1
190,1.0,-0.00623,1
191,1.0,-0.0062,1
192,1.0,-0.00619,1
193,1.0,-0.00618,2
194,1.0,-0.00617,2
195,1.0,-0.00614,1
196,1.0,-0.00612,1
197,1.0,-0.00606,1
198,1.0,-0.00605,2
199,1.0,-0.006,2
200,1.0,-0.00597,3
201,1.0,-0.00596,1
202,1.0,-0.00595,2
203,1.0,-0.00593,1
204,1.0,-0.00592,1
205,1.0,-0.0059,1
206,1.0,-0.00584,4
207,1.0,-0.00583,1
208,1.0,-0.0058,1
209,1.0,-0.00578,2
210,1.0,-0.00576,1
211,1.0,-0.00573,1
212,1.0,-0.00572,1
213,1.0,-0.00569,2
214,1.0,-0.00565,1
215,1.0,-0.00563,1
216,1.0,-0.00561,1
217,1.0,-0.00559,1
218,1.0,-0.00555,1
219,1.0,-0.00552,2
220,1.0,-0.00551,2
221,1.0,-0.0055,1
222,1.0,-0.00545,2
223,1.0,-0.00542,3
224,1.0,-0.00536,1
225,1.0,-0.00534,1
226,1.0,-0.00532,1
227,1.0,-0.00527,1
228,1.0,-0.00526,2
229,1.0,-0.00524,2
230,1.0,-0.00523,1
231,1.0,-0.00522,2
232,1.0,-0.00521,2
233,1.0,-0.00518,1
234,1.0,-0.00515,1
235,1.0,-0.00513,1
236,1.0,-0.00511,1
237,1.0,-0.0051,1
238,1.0,-0.00508,1
239,1.0,-0.00507,1
240,1.0,-0.00504,1
241,1.0,-0.00503,2
242,1.0,-0.00501,4
243,1.0,-0.00499,1
244,1.0,-0.00498,1
245,1.0,-0.00497,1
246,1.0,-0.00496,1
247,1.0,-0.00495,1
248,1.0,-0.00493,1
249,1.0,-0.00491,1
250,1.0,-0.00486,2
251,1.0,-0.00484,2
252,1.0,-0.00481,3
253,1.0,-0.00479,3
254,1.0,-0.00478,2
255,1.0,-0.00477,3
256,1.0,-0.00476,1
257,1.0,-0.00475,1
258,1.0,-0.00472,1
259,1.0,-0.0047,1
260,1.0,-0.00469,2
261,1.0,-0.00468,1
262,1.0,-0.00467,1
263,1.0,-0.00466,3
264,1.0,-0.00465,1
265,1.0,-0.00464,4
266,1.0,-0.00463,2
267,1.0,-0.00462,3
268,1.0,-0.0046,3
269,1.0,-0.00459,2
270,1.0,-0.00458,2
271,1.0,-0.00457,1
272,1.0,-0.00456,3
273,1.0,-0.00453,1
274,1.0,-0.00452,2
275,1.0,-0.00451,1
276,1.0,-0.00449,1
277,1.0,-0.00448,1
278,1.0,-0.00444,2
279,1.0,-0.00443,2
280,1.0,-0.00441,1
281,1.0,-0.00438,1
282,1.0,-0.00437,1
283,1.0,-0.00436,1
284,1.0,-0.00435,1
285,1.0,-0.00433,1
286,1.0,-0.00432,1
287,1.0,-0.00429,1
288,1.0,-0.00428,1
289,1.0,-0.00427,2
290,1.0,-0.00425,1
291,1.0,-0.00424,1
292,1.0,-0.00423,1
293,1.0,-0.00422,1
294,1.0,-0.00421,1
295,1.0,-0.00419,1
296,1.0,-0.00418,2
297,1.0,-0.00417,1
298,1.0,-0.00416,1
299,1.0,-0.00415,2
300,1.0,-0.00412,1
301,1.0,-0.00411,1
302,1.0,-0.0041,2
303,1.0,-0.00409,3
304,1.0,-0.00405,1
305,1.0,-0.00403,1
306,1.0,-0.00402,1
307,1.0,-0.00401,1
308,1.0,-0.004,2
309,1.0,-0.00399,1
310,1.0,-0.00398,2
311,1.0,-0.00397,3
312,1.0,-0.00396,1
313,1.0,-0.00395,2
314,1.0,-0.00394,1
315,1.0,-0.00393,2
316,1.0,-0.00391,3
317,1.0,-0.00388,2
318,1.0,-0.00387,3
319,1.0,-0.00385,2
320,1.0,-0.00381,2
321,1.0,-0.0038,1
322,1.0,-0.00378,1
323,1.0,-0.00377,1
324,1.0,-0.00376,4
325,1.0,-0.00375,3
326,1.0,-0.00373,1
327,1.0,-0.00372,1
328,1.0,-0.0037,3
329,1.0,-0.00369,1
330,1.0,-0.00368,1
331,1.0,-0.00367,4
332,1.0,-0.00365,1
333,1.0,-0.00364,2
334,1.0,-0.00363,1
335,1.0,-0.00362,1
336,1.0,-0.00361,1
337,1.0,-0.0036,1
338,1.0,-0.00359,2
339,1.0,-0.00357,2
340,1.0,-0.00356,3
341,1.0,-0.00354,1
342,1.0,-0.00353,2
343,1.0,-0.00352,1
344,1.0,-0.00351,3
345,1.0,-0.00349,2
346,1.0,-0.00348,2
347,1.0,-0.00347,4
348,1.0,-0.00346,1
349,1.0,-0.00345,1
350,1.0,-0.00344,1
351,1.0,-0.00343,2
352,1.0,-0.00342,2
353,1.0,-0.00341,1
354,1.0,-0.0034,8
355,1.0,-0.00339,1
356,1.0,-0.00336,2
357,1.0,-0.00334,3
358,1.0,-0.00332,2
359,1.0,-0.00331,1
360,1.0,-0.0033,4
361,1.0,-0.00329,2
362,1.0,-0.00328,2
363,1.0,-0.00326,2
364,1.0,-0.00324,1
365,1.0,-0.00323,1
366,1.0,-0.00322,1
367,1.0,-0.00321,1
368,1.0,-0.0032,1
369,1.0,-0.00319,3
370,1.0,-0.00318,2
371,1.0,-0.00317,1
372,1.0,-0.00316,2
373,1.0,-0.00315,1
374,1.0,-0.00313,1
375,1.0,-0.00312,1
376,1.0,-0.0031,1
377,1.0,-0.00306,2
378,1.0,-0.00305,4
379,1.0,-0.00304,1
380,1.0,-0.00303,2
381,1.0,-0.003,1
382,1.0,-0.00299,3
383,1.0,-0.00298,2
384,1.0,-0.00296,3
385,1.0,-0.00295,2
386,1.0,-0.00294,2
387,1.0,-0.00293,2
388,1.0,-0.00292,3
389,1.0,-0.00291,2
390,1.0,-0.0029,1
391,1.0,-0.00289,2
392,1.0,-0.00288,5
393,1.0,-0.00287,1
394,1.0,-0.00286,2
395,1.0,-0.00285,3
396,1.0,-0.00284,2
397,1.0,-0.00283,2
398,1.0,-0.00282,2
399,1.0,-0.00281,2
400,1.0,-0.0028,2
401,1.0,-0.00279,4
402,1.0,-0.00278,2
403,1.0,-0.00277,1
404,1.0,-0.00276,1
405,1.0,-0.00275,2
406,1.0,-0.00274,4
407,1.0,-0.00273,3
408,1.0,-0.00271,1
409,1.0,-0.0027,1
410,1.0,-0.00269,1
411,1.0,-0.00268,1
412,1.0,-0.00267,3
413,1.0,-0.00266,1
414,1.0,-0.00265,2
415,1.0,-0.00264,2
416,1.0,-0.00263,1
417,1.0,-0.00262,3
418,1.0,-0.00259,2
419,1.0,-0.00258,2
420,1.0,-0.00257,2
421,1.0,-0.00256,2
422,1.0,-0.00255,2
423,1.0,-0.00254,2
424,1.0,-0.00253,5
425,1.0,-0.0025,1
426,1.0,-0.00249,4
427,1.0,-0.00248,7
428,1.0,-0.00247,2
429,1.0,-0.00246,1
430,1.0,-0.00245,2
431,1.0,-0.00244,4
432,1.0,-0.00243,1
433,1.0,-0.00242,2
434,1.0,-0.00241,1
435,1.0,-0.0024,3
436,1.0,-0.00239,4
437,1.0,-0.00238,2
438,1.0,-0.00237,3
439,1.0,-0.00236,2
440,1.0,-0.00235,3
441,1.0,-0.00233,3
442,1.0,-0.00232,1
443,1.0,-0.00231,2
444,1.0,-0.00229,3
445,1.0,-0.00228,2
446,1.0,-0.00226,3
447,1.0,-0.00224,3
448,1.0,-0.00223,1
449,1.0,-0.00222,2
450,1.0,-0.00221,3
451,1.0,-0.0022,3
452,1.0,-0.00219,6
453,1.0,-0.00218,5
454,1.0,-0.00217,3
455,1.0,-0.00216,1
456,1.0,-0.00215,3
457,1.0,-0.00214,2
458,1.0,-0.00213,2
459,1.0,-0.00212,2
460,1.0,-0.00211,4
461,1.0,-0.0021,4
462,1.0,-0.00209,5
463,1.0,-0.00208,3
464,1.0,-0.00207,4
465,1.0,-0.00206,2
466,1.0,-0.00204,3
467,1.0,-0.00203,3
468,1.0,-0.00202,1
469,1.0,-0.00201,6
470,1.0,-0.002,4
471,1.0,-0.00199,2
472,1.0,-0.00198,3
473,1.0,-0.00196,4
474,1.0,-0.00195,2
475,1.0,-0.00194,5
476,1.0,-0.00193,2
477,1.0,-0.00192,3
478,1.0,-0.00191,4
479,1.0,-0.0019,3
480,1.0,-0.00189,2
481,1.0,-0.00188,7
482,1.0,-0.00187,1
483,1.0,-0.00186,3
484,1.0,-0.00185,4
485,1.0,-0.00184,1
486,1.0,-0.00183,1
487,1.0,-0.00182,6
488,1.0,-0.00181,4
489,1.0,-0.0018,5
490,1.0,-0.00179,8
491,1.0,-0.00178,1
492,1.0,-0.00177,1
493,1.0,-0.00176,5
494,1.0,-0.00175,4
495,1.0,-0.00174,1
496,1.0,-0.00173,2
497,1.0,-0.00171,3
498,1.0,-0.0017,2
499,1.0,-0.00169,3
500,1.0,-0.00168,4
501,1.0,-0.00167,3
502,1.0,-0.00166,6
503,1.0,-0.00165,2
504,1.0,-0.00164,4
505,1.0,-0.00163,6
506,1.0,-0.00162,11
507,1.0,-0.00161,2
508,1.0,-0.00159,6
509,1.0,-0.00158,4
510,1.0,-0.00157,8
511,1.0,-0.00156,2
512,1.0,-0.00155,5
513,1.0,-0.00154,2
514,1.0,-0.00153,8
515,1.0,-0.00152,4
516,1.0,-0.00151,2
517,1.0,-0.0015,2
518,1.0,-0.00149,2
519,1.0,-0.00148,5
520,1.0,-0.00147,9
521,1.0,-0.00146,2
522,1.0,-0.00145,3
523,1.0,-0.00144,4
524,1.0,-0.00143,8
525,1.0,-0.00142,6
526,1.0,-0.00141,7
527,1.0,-0.0014,8
528,1.0,-0.00139,4
529,1.0,-0.00138,6
530,1.0,-0.00137,7
531,1.0,-0.00136,7
532,1.0,-0.00135,30
533,1.0,-0.00134,7
534,1.0,-0.00133,3
535,1.0,-0.00132,6
536,1.0,-0.00131,3
537,1.0,-0.0013,3
538,1.0,-0.00129,4
539,1.0,-0.00128,7
540,1.0,-0.00127,9
541,1.0,-0.00126,4
542,1.0,-0.00125,9
543,1.0,-0.00124,4
544,1.0,-0.00123,3
545,1.0,-0.00122,7
546,1.0,-0.00121,19
547,1.0,-0.0012,9
548,1.0,-0.00119,6
549,1.0,-0.00118,8
550,1.0,-0.00117,5
551,1.0,-0.00116,4
552,1.0,-0.00115,4
553,1.0,-0.00114,5
554,1.0,-0.00113,6
555,1.0,-0.00112,4
556,1.0,-0.00111,8
557,1.0,-0.0011,5
558,1.0,-0.00109,10
559,1.0,-0.00108,9
560,1.0,-0.00107,9
561,1.0,-0.00106,12
562,1.0,-0.00105,14
563,1.0,-0.00104,7
564,1.0,-0.00103,15
565,1.0,-0.00102,9
566,1.0,-0.00101,11
567,1.0,-0.001,5
568,1.0,-0.00099,6
569,1.0,-0.00098,7
570,1.0,-0.00097,4
571,1.0,-0.00096,8
572,1.0,-0.00095,13
573,1.0,-0.00094,10
574,1.0,-0.00093,9
575,1.0,-0.00092,11
576,1.0,-0.00091,6
577,1.0,-0.0009,9
578,1.0,-0.00089,10
579,1.0,-0.00088,11
580,1.0,-0.00087,9
581,1.0,-0.00086,12
582,1.0,-0.00085,15
583,1.0,-0.00084,9
584,1.0,-0.00083,15
585,1.0,-0.00082,9
586,1.0,-0.00081,19
587,1.0,-0.0008,16
588,1.0,-0.00079,10
589,1.0,-0.00078,9
590,1.0,-0.00077,18
591,1.0,-0.00076,15
592,1.0,-0.00075,12
593,1.0,-0.00074,13
594,1.0,-0.00073,14
595,1.0,-0.00072,24
596,1.0,-0.00071,17
597,1.0,-0.0007,13
598,1.0,-0.00069,16
599,1.0,-0.00068,33
600,1.0,-0.00067,63
601,1.0,-0.00066,33
602,1.0,-0.00065,15
603,1.0,-0.00064,28
604,1.0,-0.00063,14
605,1.0,-0.00062,21
606,1.0,-0.00061,30
607,1.0,-0.0006,16
608,1.0,-0.00059,26
609,1.0,-0.00058,8
610,1.0,-0.00057,23
611,1.0,-0.00056,18
612,1.0,-0.00055,32
613,1.0,-0.00054,17
614,1.0,-0.00053,25
615,1.0,-0.00052,25
616,1.0,-0.00051,32
617,1.0,-0.0005,41
618,1.0,-0.00049,25
619,1.0,-0.00048,51
620,1.0,-0.00047,34
621,1.0,-0.00046,28
622,1.0,-0.00045,30
623,1.0,-0.00044,31
624,1.0,-0.00043,48
625,1.0,-0.00042,34
626,1.0,-0.00041,29
627,1.0,-0.0004,58
628,1.0,-0.00039,18
629,1.0,-0.00038,53
630,1.0,-0.00037,36
631,1.0,-0.00036,30
632,1.0,-0.00035,73
633,1.0,-0.00034,81
634,1.0,-0.00033,136
635,1.0,-0.00032,32
636,1.0,-0.00031,42
637,1.0,-0.0003,131
638,1.0,-0.00029,203
639,1.0,-0.00028,71
640,1.0,-0.00027,61
641,1.0,-0.00026,34
642,1.0,-0.00025,81
643,1.0,-0.00024,101
644,1.0,-0.00023,51
645,1.0,-0.00022,101
646,1.0,-0.00021,164
647,1.0,-0.0002,133
648,1.0,-0.00019,70
649,1.0,-0.00018,111
650,1.0,-0.00017,134
651,1.0,-0.00016,132
652,1.0,-0.00015,100
653,1.0,-0.00014,76
654,1.0,-0.00013,997
655,1.0,-0.00012,383
656,1.0,-0.00011,61
657,1.0,-0.0001,194
658,1.0,-9e-05,234
659,1.0,-8e-05,968
660,1.0,-7e-05,176
661,1.0,-6e-05,342
662,1.0,-5e-05,596
663,1.0,-4e-05,635
664,1.0,-3e-05,801
665,1.0,-2e-05,633
666,1.0,-1e-05,1740
667,1.0,-0.0,24298
668,1.0,1e-05,15964
669,1.0,2e-05,442
670,1.0,3e-05,1623
671,1.0,4e-05,472
672,1.0,5e-05,312
673,1.0,6e-05,119
674,1.0,7e-05,306
675,1.0,8e-05,240
676,1.0,9e-05,457
677,1.0,0.0001,162
678,1.0,0.00011,109
679,1.0,0.00012,74
680,1.0,0.00013,112
681,1.0,0.00014,90
682,1.0,0.00015,301
683,1.0,0.00016,95
684,1.0,0.00017,129
685,1.0,0.00018,93
686,1.0,0.00019,119
687,1.0,0.0002,125
688,1.0,0.00021,41
689,1.0,0.00022,171
690,1.0,0.00023,55
691,1.0,0.00024,56
692,1.0,0.00025,56
693,1.0,0.00026,69
694,1.0,0.00027,45
695,1.0,0.00028,41
696,1.0,0.00029,59
697,1.0,0.0003,33
698,1.0,0.00031,21
699,1.0,0.00032,51
700,1.0,0.00033,37
701,1.0,0.00034,41
702,1.0,0.00035,33
703,1.0,0.00036,21
704,1.0,0.00037,20
705,1.0,0.00038,20
706,1.0,0.00039,22
707,1.0,0.0004,32
708,1.0,0.00041,25
709,1.0,0.00042,21
710,1.0,0.00043,18
711,1.0,0.00044,34
712,1.0,0.00045,39
713,1.0,0.00046,25
714,1.0,0.00047,159
715,1.0,0.00048,28
716,1.0,0.00049,48
717,1.0,0.0005,27
718,1.0,0.00051,37
719,1.0,0.00052,27
720,1.0,0.00053,55
721,1.0,0.00054,30
722,1.0,0.00055,30
723,1.0,0.00056,22
724,1.0,0.00057,92
725,1.0,0.00058,94
726,1.0,0.00059,33
727,1.0,0.0006,16
728,1.0,0.00061,19
729,1.0,0.00062,47
730,1.0,0.00063,41
731,1.0,0.00064,19
732,1.0,0.00065,38
733,1.0,0.00066,21
734,1.0,0.00067,30
735,1.0,0.00068,42
736,1.0,0.00069,17
737,1.0,0.0007,11
738,1.0,0.00071,14
739,1.0,0.00072,11
740,1.0,0.00073,18
741,1.0,0.00074,26
742,1.0,0.00075,25
743,1.0,0.00076,12
744,1.0,0.00077,11
745,1.0,0.00078,18
746,1.0,0.00079,14
747,1.0,0.0008,7
748,1.0,0.00081,7
749,1.0,0.00082,16
750,1.0,0.00083,15
751,1.0,0.00084,18
752,1.0,0.00085,15
753,1.0,0.00086,11
754,1.0,0.00087,5
755,1.0,0.00088,11
756,1.0,0.00089,12
757,1.0,0.0009,9
758,1.0,0.00091,7
759,1.0,0.00092,18
760,1.0,0.00093,10
761,1.0,0.00094,18
762,1.0,0.00095,19
763,1.0,0.00096,7
764,1.0,0.00097,5
765,1.0,0.00098,10
766,1.0,0.00099,7
767,1.0,0.001,10
768,1.0,0.00101,5
769,1.0,0.00102,12
770,1.0,0.00103,8
771,1.0,0.00104,11
772,1.0,0.00105,9
773,1.0,0.00106,12
774,1.0,0.00107,4
775,1.0,0.00108,8
776,1.0,0.00109,4
777,1.0,0.0011,11
778,1.0,0.00111,13
779,1.0,0.00112,9
780,1.0,0.00113,6
781,1.0,0.00114,9
782,1.0,0.00115,3
783,1.0,0.00116,5
784,1.0,0.00117,16
785,1.0,0.00118,6
786,1.0,0.00119,10
787,1.0,0.0012,12
788,1.0,0.00121,6
789,1.0,0.00122,5
790,1.0,0.00123,4
791,1.0,0.00124,8
792,1.0,0.00125,15
793,1.0,0.00126,6
794,1.0,0.00127,2
795,1.0,0.00128,8
796,1.0,0.00129,6
797,1.0,0.0013,6
798,1.0,0.00131,10
799,1.0,0.00132,2
800,1.0,0.00133,3
801,1.0,0.00134,2
802,1.0,0.00135,4
803,1.0,0.00136,5
804,1.0,0.00137,11
805,1.0,0.00138,2
806,1.0,0.00139,19
807,1.0,0.0014,5
808,1.0,0.00141,4
809,1.0,0.00142,3
810,1.0,0.00143,8
811,1.0,0.00144,3
812,1.0,0.00145,10
813,1.0,0.00146,7
814,1.0,0.00147,6
815,1.0,0.00148,5
816,1.0,0.00149,3
817,1.0,0.0015,6
818,1.0,0.00151,4
819,1.0,0.00152,1
820,1.0,0.00153,6
821,1.0,0.00154,4
822,1.0,0.00155,3
823,1.0,0.00156,3
824,1.0,0.00157,7
825,1.0,0.00158,2
826,1.0,0.00159,9
827,1.0,0.0016,8
828,1.0,0.00161,6
829,1.0,0.00162,2
830,1.0,0.00163,6
831,1.0,0.00164,5
832,1.0,0.00165,5
833,1.0,0.00166,4
834,1.0,0.00168,2
835,1.0,0.00169,1
836,1.0,0.0017,4
837,1.0,0.00171,3
838,1.0,0.00172,7
839,1.0,0.00174,5
840,1.0,0.00175,4
841,1.0,0.00176,3
842,1.0,0.00177,6
843,1.0,0.00178,3
844,1.0,0.00179,2
845,1.0,0.0018,1
846,1.0,0.00181,2
847,1.0,0.00182,2
848,1.0,0.00183,5
849,1.0,0.00184,2
850,1.0,0.00185,2
851,1.0,0.00186,4
852,1.0,0.00187,8
853,1.0,0.00188,9
854,1.0,0.00189,1
855,1.0,0.0019,6
856,1.0,0.00191,5
857,1.0,0.00192,3
858,1.0,0.00194,5
859,1.0,0.00195,3
860,1.0,0.00196,3
861,1.0,0.00197,4
862,1.0,0.00198,1
863,1.0,0.00199,1
864,1.0,0.002,4
865,1.0,0.00201,4
866,1.0,0.00202,2
867,1.0,0.00203,1
868,1.0,0.00204,2
869,1.0,0.00205,1
870,1.0,0.00206,3
871,1.0,0.00207,1
872,1.0,0.00208,3
873,1.0,0.00209,6
874,1.0,0.0021,4
875,1.0,0.00211,1
876,1.0,0.00212,11
877,1.0,0.00213,5
878,1.0,0.00214,3
879,1.0,0.00215,4
880,1.0,0.00216,4
881,1.0,0.00217,1
882,1.0,0.00218,11
883,1.0,0.00219,1
884,1.0,0.0022,4
885,1.0,0.00221,9
886,1.0,0.00222,5
887,1.0,0.00223,8
888,1.0,0.00224,3
889,1.0,0.00225,3
890,1.0,0.00226,5
891,1.0,0.00227,1
892,1.0,0.00228,3
893,1.0,0.00229,1
894,1.0,0.0023,1
895,1.0,0.00231,5
896,1.0,0.00232,3
897,1.0,0.00233,4
898,1.0,0.00234,2
899,1.0,0.00235,3
900,1.0,0.00236,1
901,1.0,0.00237,2
902,1.0,0.00239,3
903,1.0,0.00241,2
904,1.0,0.00242,2
905,1.0,0.00243,3
906,1.0,0.00244,3
907,1.0,0.00245,3
908,1.0,0.00246,1
909,1.0,0.00247,4
910,1.0,0.00248,4
911,1.0,0.00249,2
912,1.0,0.0025,6
913,1.0,0.00252,3
914,1.0,0.00253,1
915,1.0,0.00254,2
916,1.0,0.00255,2
917,1.0,0.00256,3
918,1.0,0.00257,4
919,1.0,0.00258,3
920,1.0,0.00259,4
921,1.0,0.0026,3
922,1.0,0.00261,3
923,1.0,0.00262,1
924,1.0,0.00263,3
925,1.0,0.00264,4
926,1.0,0.00265,3
927,1.0,0.00267,3
928,1.0,0.00268,2
929,1.0,0.00269,1
930,1.0,0.0027,4
931,1.0,0.00271,2
932,1.0,0.00272,1
933,1.0,0.00273,4
934,1.0,0.00274,2
935,1.0,0.00275,8
936,1.0,0.00276,1
937,1.0,0.00277,4
938,1.0,0.00278,1
939,1.0,0.00279,1
940,1.0,0.0028,1
941,1.0,0.00281,4
942,1.0,0.00282,1
943,1.0,0.00283,3
944,1.0,0.00284,4
945,1.0,0.00285,1
946,1.0,0.00286,2
947,1.0,0.00287,2
948,1.0,0.00288,2
949,1.0,0.00289,2
950,1.0,0.00291,2
951,1.0,0.00292,2
952,1.0,0.00293,2
953,1.0,0.00294,1
954,1.0,0.00295,9
955,1.0,0.00296,2
956,1.0,0.00297,1
957,1.0,0.003,1
958,1.0,0.00301,1
959,1.0,0.00302,2
960,1.0,0.00305,2
961,1.0,0.00306,2
962,1.0,0.00307,2
963,1.0,0.0031,2
964,1.0,0.00311,1
965,1.0,0.00312,2
966,1.0,0.00313,2
967,1.0,0.00314,2
968,1.0,0.00315,2
969,1.0,0.00316,1
970,1.0,0.00319,1
971,1.0,0.0032,2
972,1.0,0.00321,5
973,1.0,0.00322,1
974,1.0,0.00323,4
975,1.0,0.00325,2
976,1.0,0.00326,2
977,1.0,0.00327,2
978,1.0,0.00328,2
979,1.0,0.00329,15
980,1.0,0.0033,2
981,1.0,0.00331,1
982,1.0,0.00332,2
983,1.0,0.00333,5
984,1.0,0.00334,2
985,1.0,0.00335,1
986,1.0,0.00336,1
987,1.0,0.00339,2
988,1.0,0.00341,3
989,1.0,0.00342,5
990,1.0,0.00343,2
991,1.0,0.00347,2
992,1.0,0.00348,1
993,1.0,0.00349,2
994,1.0,0.0035,2
995,1.0,0.00352,1
996,1.0,0.00356,1
997,1.0,0.00358,1
998,1.0,0.0036,2
999,1.0,0.00361,1
1000,1.0,0.00362,1
1001,1.0,0.00365,4
1002,1.0,0.0037,4
1003,1.0,0.00371,4
1004,1.0,0.00375,3
1005,1.0,0.00376,2
1006,1.0,0.00377,1
1007,1.0,0.00378,1
1008,1.0,0.00381,2
1009,1.0,0.00383,1
1010,1.0,0.00384,1
1011,1.0,0.00385,1
1012,1.0,0.00386,1
1013,1.0,0.00388,3
1014,1.0,0.00389,2
1015,1.0,0.0039,1
1016,1.0,0.00391,2
1017,1.0,0.00393,2
1018,1.0,0.00396,1
1019,1.0,0.00397,1
1020,1.0,0.00398,2
