,H25_sex,delta_average,H25_age
245,1.0,-0.00298,4
246,1.0,-0.00297,4
247,1.0,-0.00296,2
248,1.0,-0.00295,5
249,1.0,-0.00294,6
250,1.0,-0.00293,1
251,1.0,-0.00292,7
252,1.0,-0.00291,2
253,1.0,-0.0029,9
254,1.0,-0.00289,6
255,1.0,-0.00288,4
256,1.0,-0.00287,8
257,1.0,-0.00286,9
258,1.0,-0.00285,4
259,1.0,-0.00284,7
260,1.0,-0.00283,8
261,1.0,-0.00282,3
262,1.0,-0.00281,6
263,1.0,-0.0028,3
264,1.0,-0.00279,2
265,1.0,-0.00278,10
266,1.0,-0.00277,9
267,1.0,-0.00276,4
268,1.0,-0.00275,5
269,1.0,-0.00274,3
270,1.0,-0.00273,11
271,1.0,-0.00272,8
272,1.0,-0.00271,4
273,1.0,-0.0027,4
274,1.0,-0.00269,5
275,1.0,-0.00268,7
276,1.0,-0.00267,8
277,1.0,-0.00266,17
278,1.0,-0.00265,8
279,1.0,-0.00264,6
280,1.0,-0.00263,11
281,1.0,-0.00262,12
282,1.0,-0.00261,5
283,1.0,-0.0026,6
284,1.0,-0.00259,4
285,1.0,-0.00258,9
286,1.0,-0.00257,4
287,1.0,-0.00256,7
288,1.0,-0.00255,6
289,1.0,-0.00254,5
290,1.0,-0.00253,6
291,1.0,-0.00252,8
292,1.0,-0.00251,7
293,1.0,-0.0025,5
294,1.0,-0.00249,5
295,1.0,-0.00248,8
296,1.0,-0.00247,5
297,1.0,-0.00246,10
298,1.0,-0.00245,5
299,1.0,-0.00244,10
300,1.0,-0.00243,5
301,1.0,-0.00242,7
302,1.0,-0.00241,8
303,1.0,-0.0024,8
304,1.0,-0.00239,10
305,1.0,-0.00238,6
306,1.0,-0.00237,8
307,1.0,-0.00236,11
308,1.0,-0.00235,8
309,1.0,-0.00234,10
310,1.0,-0.00233,17
311,1.0,-0.00232,11
312,1.0,-0.00231,15
313,1.0,-0.0023,8
314,1.0,-0.00229,6
315,1.0,-0.00228,14
316,1.0,-0.00227,15
317,1.0,-0.00226,8
318,1.0,-0.00225,7
319,1.0,-0.00224,5
320,1.0,-0.00223,11
321,1.0,-0.00222,8
322,1.0,-0.00221,4
323,1.0,-0.0022,5
324,1.0,-0.00219,8
325,1.0,-0.00218,12
326,1.0,-0.00217,7
327,1.0,-0.00216,8
328,1.0,-0.00215,14
329,1.0,-0.00214,8
330,1.0,-0.00213,16
331,1.0,-0.00212,12
332,1.0,-0.00211,9
333,1.0,-0.0021,12
334,1.0,-0.00209,13
335,1.0,-0.00208,7
336,1.0,-0.00207,15
337,1.0,-0.00206,12
338,1.0,-0.00205,14
339,1.0,-0.00204,12
340,1.0,-0.00203,12
341,1.0,-0.00202,11
342,1.0,-0.00201,10
343,1.0,-0.002,21
344,1.0,-0.00199,9
345,1.0,-0.00198,11
346,1.0,-0.00197,11
347,1.0,-0.00196,17
348,1.0,-0.00195,17
349,1.0,-0.00194,13
350,1.0,-0.00193,15
351,1.0,-0.00192,13
352,1.0,-0.00191,18
353,1.0,-0.0019,10
354,1.0,-0.00189,8
355,1.0,-0.00188,15
356,1.0,-0.00187,17
357,1.0,-0.00186,15
358,1.0,-0.00185,14
359,1.0,-0.00184,13
360,1.0,-0.00183,17
361,1.0,-0.00182,10
362,1.0,-0.00181,19
363,1.0,-0.0018,13
364,1.0,-0.00179,12
365,1.0,-0.00178,20
366,1.0,-0.00177,14
367,1.0,-0.00176,14
368,1.0,-0.00175,22
369,1.0,-0.00174,15
370,1.0,-0.00173,12
371,1.0,-0.00172,12
372,1.0,-0.00171,19
373,1.0,-0.0017,12
374,1.0,-0.00169,25
375,1.0,-0.00168,24
376,1.0,-0.00167,12
377,1.0,-0.00166,19
378,1.0,-0.00165,19
379,1.0,-0.00164,31
380,1.0,-0.00163,15
381,1.0,-0.00162,20
382,1.0,-0.00161,22
383,1.0,-0.0016,22
384,1.0,-0.00159,26
385,1.0,-0.00158,27
386,1.0,-0.00157,16
387,1.0,-0.00156,18
388,1.0,-0.00155,21
389,1.0,-0.00154,28
390,1.0,-0.00153,11
391,1.0,-0.00152,31
392,1.0,-0.00151,23
393,1.0,-0.0015,29
394,1.0,-0.00149,26
395,1.0,-0.00148,16
396,1.0,-0.00147,21
397,1.0,-0.00146,22
398,1.0,-0.00145,22
399,1.0,-0.00144,30
400,1.0,-0.00143,21
401,1.0,-0.00142,29
402,1.0,-0.00141,25
403,1.0,-0.0014,43
404,1.0,-0.00139,28
405,1.0,-0.00138,36
406,1.0,-0.00137,30
407,1.0,-0.00136,25
408,1.0,-0.00135,22
409,1.0,-0.00134,26
410,1.0,-0.00133,33
411,1.0,-0.00132,28
412,1.0,-0.00131,40
413,1.0,-0.0013,30
414,1.0,-0.00129,30
415,1.0,-0.00128,24
416,1.0,-0.00127,36
417,1.0,-0.00126,36
418,1.0,-0.00125,27
419,1.0,-0.00124,34
420,1.0,-0.00123,39
421,1.0,-0.00122,36
422,1.0,-0.00121,38
423,1.0,-0.0012,38
424,1.0,-0.00119,52
425,1.0,-0.00118,42
426,1.0,-0.00117,33
427,1.0,-0.00116,40
428,1.0,-0.00115,44
429,1.0,-0.00114,40
430,1.0,-0.00113,40
431,1.0,-0.00112,48
432,1.0,-0.00111,55
433,1.0,-0.0011,44
434,1.0,-0.00109,49
435,1.0,-0.00108,35
436,1.0,-0.00107,32
437,1.0,-0.00106,35
438,1.0,-0.00105,44
439,1.0,-0.00104,39
440,1.0,-0.00103,35
441,1.0,-0.00102,47
442,1.0,-0.00101,56
443,1.0,-0.001,60
444,1.0,-0.00099,69
445,1.0,-0.00098,58
446,1.0,-0.00097,46
447,1.0,-0.00096,63
448,1.0,-0.00095,52
449,1.0,-0.00094,55
450,1.0,-0.00093,59
451,1.0,-0.00092,56
452,1.0,-0.00091,48
453,1.0,-0.0009,46
454,1.0,-0.00089,70
455,1.0,-0.00088,64
456,1.0,-0.00087,81
457,1.0,-0.00086,66
458,1.0,-0.00085,88
459,1.0,-0.00084,77
460,1.0,-0.00083,69
461,1.0,-0.00082,92
462,1.0,-0.00081,111
463,1.0,-0.0008,99
464,1.0,-0.00079,66
465,1.0,-0.00078,92
466,1.0,-0.00077,97
467,1.0,-0.00076,73
468,1.0,-0.00075,134
469,1.0,-0.00074,103
470,1.0,-0.00073,99
471,1.0,-0.00072,74
472,1.0,-0.00071,100
473,1.0,-0.0007,94
474,1.0,-0.00069,95
475,1.0,-0.00068,93
476,1.0,-0.00067,98
477,1.0,-0.00066,111
478,1.0,-0.00065,100
479,1.0,-0.00064,154
480,1.0,-0.00063,111
481,1.0,-0.00062,131
482,1.0,-0.00061,103
483,1.0,-0.0006,109
484,1.0,-0.00059,104
485,1.0,-0.00058,121
486,1.0,-0.00057,104
487,1.0,-0.00056,143
488,1.0,-0.00055,117
489,1.0,-0.00054,131
490,1.0,-0.00053,129
491,1.0,-0.00052,118
492,1.0,-0.00051,116
493,1.0,-0.0005,130
494,1.0,-0.00049,131
495,1.0,-0.00048,143
496,1.0,-0.00047,142
497,1.0,-0.00046,155
498,1.0,-0.00045,169
499,1.0,-0.00044,149
500,1.0,-0.00043,172
501,1.0,-0.00042,200
502,1.0,-0.00041,216
503,1.0,-0.0004,169
504,1.0,-0.00039,181
505,1.0,-0.00038,207
506,1.0,-0.00037,208
507,1.0,-0.00036,215
508,1.0,-0.00035,310
509,1.0,-0.00034,229
510,1.0,-0.00033,233
511,1.0,-0.00032,218
512,1.0,-0.00031,252
513,1.0,-0.0003,325
514,1.0,-0.00029,332
515,1.0,-0.00028,268
516,1.0,-0.00027,264
517,1.0,-0.00026,331
518,1.0,-0.00025,348
519,1.0,-0.00024,261
520,1.0,-0.00023,489
521,1.0,-0.00022,293
522,1.0,-0.00021,365
523,1.0,-0.0002,504
524,1.0,-0.00019,327
525,1.0,-0.00018,507
526,1.0,-0.00017,409
527,1.0,-0.00016,344
528,1.0,-0.00015,375
529,1.0,-0.00014,439
530,1.0,-0.00013,442
531,1.0,-0.00012,669
532,1.0,-0.00011,620
533,1.0,-0.0001,683
534,1.0,-9e-05,879
535,1.0,-8e-05,476
536,1.0,-7e-05,490
537,1.0,-6e-05,473
538,1.0,-5e-05,3623
539,1.0,-4e-05,654
540,1.0,-3e-05,671
541,1.0,-2e-05,719
542,1.0,-1e-05,641
543,1.0,-0.0,776
544,1.0,1e-05,651
545,1.0,2e-05,695
546,1.0,3e-05,779
547,1.0,4e-05,834
548,1.0,5e-05,651
549,1.0,6e-05,682
550,1.0,7e-05,447
551,1.0,8e-05,1321
552,1.0,9e-05,796
553,1.0,0.0001,523
554,1.0,0.00011,585
555,1.0,0.00012,660
556,1.0,0.00013,718
557,1.0,0.00014,562
558,1.0,0.00015,396
559,1.0,0.00016,469
560,1.0,0.00017,513
561,1.0,0.00018,633
562,1.0,0.00019,503
563,1.0,0.0002,342
564,1.0,0.00021,563
565,1.0,0.00022,367
566,1.0,0.00023,403
567,1.0,0.00024,408
568,1.0,0.00025,345
569,1.0,0.00026,278
570,1.0,0.00027,472
571,1.0,0.00028,252
572,1.0,0.00029,279
573,1.0,0.0003,263
574,1.0,0.00031,273
575,1.0,0.00032,264
576,1.0,0.00033,273
577,1.0,0.00034,216
578,1.0,0.00035,220
579,1.0,0.00036,238
580,1.0,0.00037,225
581,1.0,0.00038,200
582,1.0,0.00039,208
583,1.0,0.0004,224
584,1.0,0.00041,183
585,1.0,0.00042,189
586,1.0,0.00043,196
587,1.0,0.00044,173
588,1.0,0.00045,191
589,1.0,0.00046,215
590,1.0,0.00047,146
591,1.0,0.00048,150
592,1.0,0.00049,118
593,1.0,0.0005,129
594,1.0,0.00051,112
595,1.0,0.00052,158
596,1.0,0.00053,135
597,1.0,0.00054,127
598,1.0,0.00055,119
599,1.0,0.00056,154
600,1.0,0.00057,138
601,1.0,0.00058,129
602,1.0,0.00059,115
603,1.0,0.0006,116
604,1.0,0.00061,108
605,1.0,0.00062,108
606,1.0,0.00063,109
607,1.0,0.00064,97
608,1.0,0.00065,132
609,1.0,0.00066,69
610,1.0,0.00067,104
611,1.0,0.00068,104
612,1.0,0.00069,103
613,1.0,0.0007,106
614,1.0,0.00071,108
615,1.0,0.00072,80
616,1.0,0.00073,92
617,1.0,0.00074,117
618,1.0,0.00075,86
619,1.0,0.00076,78
620,1.0,0.00077,91
621,1.0,0.00078,74
622,1.0,0.00079,80
623,1.0,0.0008,70
624,1.0,0.00081,74
625,1.0,0.00082,71
626,1.0,0.00083,51
627,1.0,0.00084,61
628,1.0,0.00085,81
629,1.0,0.00086,69
630,1.0,0.00087,63
631,1.0,0.00088,84
632,1.0,0.00089,87
633,1.0,0.0009,70
634,1.0,0.00091,47
635,1.0,0.00092,53
636,1.0,0.00093,60
637,1.0,0.00094,67
638,1.0,0.00095,67
639,1.0,0.00096,52
640,1.0,0.00097,59
641,1.0,0.00098,34
642,1.0,0.00099,52
643,1.0,0.001,48
644,1.0,0.00101,54
645,1.0,0.00102,57
646,1.0,0.00103,61
647,1.0,0.00104,34
648,1.0,0.00105,44
649,1.0,0.00106,40
650,1.0,0.00107,48
651,1.0,0.00108,54
652,1.0,0.00109,32
653,1.0,0.0011,40
654,1.0,0.00111,46
655,1.0,0.00112,50
656,1.0,0.00113,45
657,1.0,0.00114,39
658,1.0,0.00115,39
659,1.0,0.00116,41
660,1.0,0.00117,38
661,1.0,0.00118,36
662,1.0,0.00119,36
663,1.0,0.0012,42
664,1.0,0.00121,47
665,1.0,0.00122,41
666,1.0,0.00123,31
667,1.0,0.00124,42
668,1.0,0.00125,31
669,1.0,0.00126,36
670,1.0,0.00127,35
671,1.0,0.00128,49
672,1.0,0.00129,41
673,1.0,0.0013,52
674,1.0,0.00131,42
675,1.0,0.00132,35
676,1.0,0.00133,30
677,1.0,0.00134,23
678,1.0,0.00135,26
679,1.0,0.00136,38
680,1.0,0.00137,24
681,1.0,0.00138,41
682,1.0,0.00139,22
683,1.0,0.0014,38
684,1.0,0.00141,31
685,1.0,0.00142,33
686,1.0,0.00143,38
687,1.0,0.00144,22
688,1.0,0.00145,42
689,1.0,0.00146,24
690,1.0,0.00147,25
691,1.0,0.00148,30
692,1.0,0.00149,30
693,1.0,0.0015,26
694,1.0,0.00151,26
695,1.0,0.00152,22
696,1.0,0.00153,20
697,1.0,0.00154,31
698,1.0,0.00155,27
699,1.0,0.00156,26
700,1.0,0.00157,21
701,1.0,0.00158,21
702,1.0,0.00159,18
703,1.0,0.0016,33
704,1.0,0.00161,16
705,1.0,0.00162,28
706,1.0,0.00163,19
707,1.0,0.00164,17
708,1.0,0.00165,18
709,1.0,0.00166,29
710,1.0,0.00167,25
711,1.0,0.00168,27
712,1.0,0.00169,21
713,1.0,0.0017,21
714,1.0,0.00171,32
715,1.0,0.00172,20
716,1.0,0.00173,22
717,1.0,0.00174,17
718,1.0,0.00175,16
719,1.0,0.00176,20
720,1.0,0.00177,23
721,1.0,0.00178,17
722,1.0,0.00179,13
723,1.0,0.0018,14
724,1.0,0.00181,12
725,1.0,0.00182,15
726,1.0,0.00183,14
727,1.0,0.00184,29
728,1.0,0.00185,13
729,1.0,0.00186,16
730,1.0,0.00187,14
731,1.0,0.00188,12
732,1.0,0.00189,17
733,1.0,0.0019,5
734,1.0,0.00191,15
735,1.0,0.00192,12
736,1.0,0.00193,13
737,1.0,0.00194,13
738,1.0,0.00195,19
739,1.0,0.00196,15
740,1.0,0.00197,16
741,1.0,0.00198,9
742,1.0,0.00199,18
743,1.0,0.002,11
744,1.0,0.00201,14
745,1.0,0.00202,15
746,1.0,0.00203,9
747,1.0,0.00204,12
748,1.0,0.00205,11
749,1.0,0.00206,10
750,1.0,0.00207,9
751,1.0,0.00208,11
752,1.0,0.00209,5
753,1.0,0.0021,12
754,1.0,0.00211,7
755,1.0,0.00212,13
756,1.0,0.00213,14
757,1.0,0.00214,13
758,1.0,0.00215,9
759,1.0,0.00216,16
760,1.0,0.00217,12
761,1.0,0.00218,10
762,1.0,0.00219,14
763,1.0,0.0022,9
764,1.0,0.00221,10
765,1.0,0.00222,11
766,1.0,0.00223,14
767,1.0,0.00224,9
768,1.0,0.00225,5
769,1.0,0.00226,11
770,1.0,0.00227,3
771,1.0,0.00228,9
772,1.0,0.00229,9
773,1.0,0.0023,7
774,1.0,0.00231,7
775,1.0,0.00232,9
776,1.0,0.00233,7
777,1.0,0.00234,9
778,1.0,0.00235,8
779,1.0,0.00236,14
780,1.0,0.00237,5
781,1.0,0.00238,7
782,1.0,0.00239,8
783,1.0,0.0024,5
784,1.0,0.00241,8
785,1.0,0.00242,7
786,1.0,0.00243,11
787,1.0,0.00244,11
788,1.0,0.00245,2
789,1.0,0.00246,10
790,1.0,0.00247,9
791,1.0,0.00248,5
792,1.0,0.00249,9
793,1.0,0.0025,9
794,1.0,0.00251,7
795,1.0,0.00252,5
796,1.0,0.00253,7
797,1.0,0.00254,8
798,1.0,0.00255,9
799,1.0,0.00256,10
800,1.0,0.00257,4
801,1.0,0.00258,4
802,1.0,0.00259,6
803,1.0,0.0026,10
804,1.0,0.00261,5
805,1.0,0.00262,5
806,1.0,0.00263,12
807,1.0,0.00264,5
808,1.0,0.00265,6
809,1.0,0.00266,6
810,1.0,0.00267,10
811,1.0,0.00268,6
812,1.0,0.00269,3
813,1.0,0.0027,5
814,1.0,0.00271,5
815,1.0,0.00272,12
816,1.0,0.00273,5
817,1.0,0.00274,7
818,1.0,0.00275,7
819,1.0,0.00276,6
820,1.0,0.00277,2
821,1.0,0.00278,3
822,1.0,0.00279,5
823,1.0,0.0028,7
824,1.0,0.00281,6
825,1.0,0.00282,4
826,1.0,0.00283,6
827,1.0,0.00284,5
828,1.0,0.00285,6
829,1.0,0.00286,5
830,1.0,0.00287,5
831,1.0,0.00288,6
832,1.0,0.00289,7
833,1.0,0.0029,5
834,1.0,0.00291,4
835,1.0,0.00292,9
836,1.0,0.00293,5
837,1.0,0.00294,6
838,1.0,0.00295,4
839,1.0,0.00296,3
840,1.0,0.00297,3
841,1.0,0.00298,2
842,1.0,0.00299,4
843,1.0,0.003,4
844,1.0,0.00301,6
845,1.0,0.00302,11
846,1.0,0.00303,2
847,1.0,0.00304,1
848,1.0,0.00305,6
849,1.0,0.00306,4
850,1.0,0.00307,5
851,1.0,0.00308,1
852,1.0,0.00309,5
853,1.0,0.0031,3
854,1.0,0.00311,4
855,1.0,0.00312,4
856,1.0,0.00313,8
857,1.0,0.00314,1
858,1.0,0.00315,3
859,1.0,0.00316,3
860,1.0,0.00317,5
861,1.0,0.00318,6
862,1.0,0.00319,6
863,1.0,0.0032,6
864,1.0,0.00321,1
865,1.0,0.00322,2
866,1.0,0.00323,6
867,1.0,0.00324,3
868,1.0,0.00325,2
869,1.0,0.00326,5
870,1.0,0.00327,2
871,1.0,0.00328,3
872,1.0,0.00329,2
873,1.0,0.0033,5
874,1.0,0.00331,4
875,1.0,0.00332,5
876,1.0,0.00333,5
877,1.0,0.00334,4
878,1.0,0.00335,3
879,1.0,0.00336,2
880,1.0,0.00337,3
881,1.0,0.00338,4
882,1.0,0.00339,4
883,1.0,0.0034,1
884,1.0,0.00341,1
885,1.0,0.00342,4
886,1.0,0.00343,7
887,1.0,0.00344,5
888,1.0,0.00345,7
889,1.0,0.00346,6
890,1.0,0.00347,1
891,1.0,0.00348,4
892,1.0,0.00349,3
893,1.0,0.0035,3
894,1.0,0.00351,4
895,1.0,0.00352,4
896,1.0,0.00353,4
897,1.0,0.00354,3
898,1.0,0.00355,3
899,1.0,0.00356,2
900,1.0,0.00357,4
901,1.0,0.00358,2
902,1.0,0.00359,1
903,1.0,0.0036,3
904,1.0,0.00361,3
905,1.0,0.00362,3
906,1.0,0.00363,3
907,1.0,0.00364,2
908,1.0,0.00365,3
909,1.0,0.00366,3
910,1.0,0.00367,5
911,1.0,0.00368,1
912,1.0,0.00369,1
913,1.0,0.0037,2
914,1.0,0.00371,2
915,1.0,0.00372,4
916,1.0,0.00374,2
917,1.0,0.00376,1
918,1.0,0.00377,2
919,1.0,0.00378,4
920,1.0,0.00379,1
921,1.0,0.0038,1
922,1.0,0.00381,1
923,1.0,0.00382,2
924,1.0,0.00383,2
925,1.0,0.00384,2
926,1.0,0.00385,1
927,1.0,0.00386,2
928,1.0,0.00388,3
929,1.0,0.00389,7
930,1.0,0.0039,1
931,1.0,0.00391,4
932,1.0,0.00392,3
933,1.0,0.00393,1
934,1.0,0.00394,2
935,1.0,0.00395,4
936,1.0,0.00396,3
937,1.0,0.00397,3
938,1.0,0.00398,1
939,1.0,0.00401,2
940,1.0,0.00402,1
941,1.0,0.00404,2
942,1.0,0.00405,1
943,1.0,0.00407,1
944,1.0,0.00408,4
945,1.0,0.00409,5
946,1.0,0.0041,1
947,1.0,0.00411,7
948,1.0,0.00413,2
949,1.0,0.00414,1
950,1.0,0.00415,1
951,1.0,0.00416,4
952,1.0,0.00417,2
953,1.0,0.00418,1
954,1.0,0.0042,1
955,1.0,0.00421,1
956,1.0,0.00422,2
957,1.0,0.00423,5
958,1.0,0.00424,3
959,1.0,0.00425,3
960,1.0,0.00426,2
961,1.0,0.00427,2
962,1.0,0.00428,1
963,1.0,0.0043,1
964,1.0,0.00432,2
965,1.0,0.00433,1
966,1.0,0.00434,2
967,1.0,0.00435,2
968,1.0,0.00436,1
969,1.0,0.00438,2
970,1.0,0.00439,3
971,1.0,0.0044,3
972,1.0,0.00442,3
973,1.0,0.00443,1
974,1.0,0.00445,1
975,1.0,0.00446,3
976,1.0,0.00447,1
977,1.0,0.00448,1
978,1.0,0.00449,2
979,1.0,0.0045,2
980,1.0,0.00452,1
981,1.0,0.00454,2
982,1.0,0.00455,1
983,1.0,0.00457,2
984,1.0,0.00458,2
985,1.0,0.00459,2
986,1.0,0.00461,1
987,1.0,0.00462,2
988,1.0,0.00464,2
989,1.0,0.00466,2
990,1.0,0.00467,1
991,1.0,0.00469,4
992,1.0,0.0047,1
993,1.0,0.00475,1
994,1.0,0.00479,1
995,1.0,0.00481,3
996,1.0,0.00482,4
997,1.0,0.00483,2
998,1.0,0.00485,2
999,1.0,0.00489,1
1000,1.0,0.00491,1
1001,1.0,0.00492,1
1002,1.0,0.00493,1
1003,1.0,0.00495,2
1004,1.0,0.00499,1
1005,1.0,0.00501,1
1006,1.0,0.00502,1
1007,1.0,0.00503,3
1008,1.0,0.00504,2
1009,1.0,0.00507,1
1010,1.0,0.0051,3
1011,1.0,0.00511,1
1012,1.0,0.00514,1
1013,1.0,0.00515,1
1014,1.0,0.00516,2
1015,1.0,0.00517,1
1016,1.0,0.0052,1
1017,1.0,0.00521,1
1018,1.0,0.00522,1
1019,1.0,0.00524,1
1020,1.0,0.00527,2
1021,1.0,0.00529,2
1022,1.0,0.00531,1
1023,1.0,0.00532,1
1024,1.0,0.00535,1
1025,1.0,0.00538,1
1026,1.0,0.00539,2
1027,1.0,0.00543,1
1028,1.0,0.00544,1
1029,1.0,0.00545,1
